PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_shared_from_mouse.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
24370	chr3	15205834	15207000	+	0	NA	NA	NA	NA	NA								
12937	chr15	43776336	43777519	+	0	NA	NA	NA	NA	NA								
5121	chr10	91006285	91006780	+	0	NA	NA	NA	NA	NA								
6565	chr11	34512912	34513311	+	0	NA	NA	NA	NA	NA								
33576	chr7	120987716	120989240	+	0	NA	NA	NA	NA	NA								
18462	chr19	18097649	18099480	+	0	NA	NA	NA	NA	NA								
34601	chr8	56992788	56994180	+	0	NA	NA	NA	NA	NA								
20220	chr2	66434818	66435245	+	0	NA	NA	NA	NA	NA								
1609	chr1	65067797	65068095	+	0	NA	NA	NA	NA	NA								
18422	chr19	17110094	17111079	+	0	NA	NA	NA	NA	NA								
29114	chr5	82277809	82278893	+	0	NA	NA	NA	NA	NA								
29606	chr5	134506021	134506928	+	0	NA	NA	NA	NA	NA								
20260	chr2	70068982	70069546	+	0	NA	NA	NA	NA	NA								
27096	chr4	39637624	39639814	+	0	NA	NA	NA	NA	NA								
26519	chr3	186569646	186571447	+	0	NA	NA	NA	NA	NA								
31538	chr6	90295265	90296525	+	0	NA	NA	NA	NA	NA								
15119	chr16	81738119	81738327	+	0	NA	NA	NA	NA	NA								
37810	chrX	119235664	119236625	+	0	NA	NA	NA	NA	NA								
24721	chr3	47282275	47283631	+	0	NA	NA	NA	NA	NA								
16392	chr17	49567899	49568502	+	0	NA	NA	NA	NA	NA								
35848	chr9	34125862	34127021	+	0	NA	NA	NA	NA	NA								
24761	chr3	48439824	48441620	+	0	NA	NA	NA	NA	NA								
26375	chr3	171966829	171967717	+	0	NA	NA	NA	NA	NA								
37629	chrX	74535399	74536855	+	0	NA	NA	NA	NA	NA								
7454	chr11	73242670	73243100	+	0	NA	NA	NA	NA	NA								
28452	chr5	13957148	13957481	+	0	NA	NA	NA	NA	NA								
10250	chr12	121537545	121538442	+	0	NA	NA	NA	NA	NA								
37669	chrX	85003666	85004359	+	0	NA	NA	NA	NA	NA								
34972	chr8	98116775	98117819	+	0	NA	NA	NA	NA	NA								
8577	chr12	12725093	12725748	+	0	NA	NA	NA	NA	NA								
29215	chr5	95988943	95989228	+	0	NA	NA	NA	NA	NA								
14760	chr16	66830385	66832774	+	0	NA	NA	NA	NA	NA								
3721	chr1	212856616	212858726	+	0	NA	NA	NA	NA	NA								
36633	chr9	114155304	114156945	+	0	NA	NA	NA	NA	NA								
33924	chr7	149771459	149772086	+	0	NA	NA	NA	NA	NA								
26755	chr4	986980	988063	+	0	NA	NA	NA	NA	NA								
14720	chr16	58127116	58127651	+	0	NA	NA	NA	NA	NA								
34344	chr8	27594824	27595357	+	0	NA	NA	NA	NA	NA								
33964	chr7	151227019	151227946	+	0	NA	NA	NA	NA	NA								
33231	chr7	99144427	99144783	+	0	NA	NA	NA	NA	NA								
10949	chr13	77697425	77698786	+	0	NA	NA	NA	NA	NA								
35385	chr8	130442937	130444195	+	0	NA	NA	NA	NA	NA								
29409	chr5	119334590	119335539	+	0	NA	NA	NA	NA	NA								
410	chr1	19814357	19815501	+	0	NA	NA	NA	NA	NA								
1085	chr1	40373387	40374691	+	0	NA	NA	NA	NA	NA								
13279	chr15	64162573	64163336	+	0	NA	NA	NA	NA	NA								
8535	chr12	11648618	11650382	+	0	NA	NA	NA	NA	NA								
20251	chr2	69643136	69644911	+	0	NA	NA	NA	NA	NA								
22206	chr20	1466360	1467123	+	0	NA	NA	NA	NA	NA								
8290	chr11	130448268	130449298	+	0	NA	NA	NA	NA	NA								
16765	chr17	64155773	64156373	+	0	NA	NA	NA	NA	NA								
15404	chr17	5485746	5486935	+	0	NA	NA	NA	NA	NA								
14371	chr16	29815842	29817171	+	0	NA	NA	NA	NA	NA								
24750	chr3	48187356	48188244	+	0	NA	NA	NA	NA	NA								
3645	chr1	209674907	209676264	+	0	NA	NA	NA	NA	NA								
16725	chr17	63600604	63601540	+	0	NA	NA	NA	NA	NA								
13186	chr15	58770856	58772349	+	0	NA	NA	NA	NA	NA								
9500	chr12	69469937	69471083	+	0	NA	NA	NA	NA	NA								
28283	chr4	183073120	183074041	+	0	NA	NA	NA	NA	NA								
10261	chr12	121712188	121714013	+	0	NA	NA	NA	NA	NA								
34339	chr8	27340407	27341188	+	0	NA	NA	NA	NA	NA								
36991	chr9	130500293	130500689	+	0	NA	NA	NA	NA	NA								
10221	chr12	120978092	120978885	+	0	NA	NA	NA	NA	NA								
2086	chr1	109277327	109277827	+	0	NA	NA	NA	NA	NA								
22615	chr20	33667217	33668109	+	0	NA	NA	NA	NA	NA								
7995	chr11	119018079	119019310	+	0	NA	NA	NA	NA	NA								
37466	chrX	53071680	53072035	+	0	NA	NA	NA	NA	NA								
10934	chr13	76980348	76980531	+	0	NA	NA	NA	NA	NA								
37426	chrX	48508801	48509403	+	0	NA	NA	NA	NA	NA								
2082	chr1	109214821	109215132	+	0	NA	NA	NA	NA	NA								
23781	chr22	31055641	31056086	+	0	NA	NA	NA	NA	NA								
18193	chr19	10194089	10195340	+	0	NA	NA	NA	NA	NA								
30115	chr5	158811936	158812302	+	0	NA	NA	NA	NA	NA								
1840	chr1	91021301	91022619	+	0	NA	NA	NA	NA	NA								
8623	chr12	15220948	15221704	+	0	NA	NA	NA	NA	NA								
18665	chr19	35756781	35758475	+	0	NA	NA	NA	NA	NA								
27864	chr4	126765992	126766808	+	0	NA	NA	NA	NA	NA								
18625	chr19	35066979	35067383	+	0	NA	NA	NA	NA	NA								
27824	chr4	119627091	119629203	+	0	NA	NA	NA	NA	NA								
6608	chr11	43358634	43359883	+	0	NA	NA	NA	NA	NA								
23296	chr21	31730865	31732817	+	0	NA	NA	NA	NA	NA								
1793	chr1	86913722	86916199	+	0	NA	NA	NA	NA	NA								
13911	chr15	100340803	100342337	+	0	NA	NA	NA	NA	NA								
7287	chr11	66723692	66723973	+	0	NA	NA	NA	NA	NA								
31812	chr6	117906961	117908180	+	0	NA	NA	NA	NA	NA								
26936	chr4	18021301	18022559	+	0	NA	NA	NA	NA	NA								
30214	chr5	172983481	172984594	+	0	NA	NA	NA	NA	NA								
4480	chr10	32055244	32056682	+	0	NA	NA	NA	NA	NA								
8399	chr12	5442313	5442909	+	0	NA	NA	NA	NA	NA								
25037	chr3	52897069	52897846	+	0	NA	NA	NA	NA	NA								
19648	chr2	27322571	27323502	+	0	NA	NA	NA	NA	NA								
19047	chr19	46788302	46788847	+	0	NA	NA	NA	NA	NA								
17854	chr18	62522224	62524724	+	0	NA	NA	NA	NA	NA								
28655	chr5	41903495	41904817	+	0	NA	NA	NA	NA	NA								
25638	chr3	119468530	119469512	+	0	NA	NA	NA	NA	NA								
4108	chr1	245258658	245259338	+	0	NA	NA	NA	NA	NA								
14166	chr16	8796844	8798831	+	0	NA	NA	NA	NA	NA								
33312	chr7	100640902	100641824	+	0	NA	NA	NA	NA	NA								
14126	chr16	4271074	4271468	+	0	NA	NA	NA	NA	NA								
21105	chr2	164560296	164560426	+	0	NA	NA	NA	NA	NA								
9532	chr12	71439727	71440753	+	0	NA	NA	NA	NA	NA								
1364	chr1	51518343	51519627	+	0	NA	NA	NA	NA	NA								
26843	chr4	6974175	6974673	+	0	NA	NA	NA	NA	NA								
9536	chr12	71440864	71441579	+	0	NA	NA	NA	NA	NA								
11133	chr13	109719627	109721223	+	0	NA	NA	NA	NA	NA								
32217	chr6	151699768	151700146	+	0	NA	NA	NA	NA	NA								
7619	chr11	82900157	82901851	+	0	NA	NA	NA	NA	NA								
10389	chr12	124913952	124914709	+	0	NA	NA	NA	NA	NA								
35945	chr9	35814333	35815601	+	0	NA	NA	NA	NA	NA								
17079	chr17	77372901	77374672	+	0	NA	NA	NA	NA	NA								
21204	chr2	171999671	172000553	+	0	NA	NA	NA	NA	NA								
34984	chr8	99012451	99013966	+	0	NA	NA	NA	NA	NA								
20802	chr2	120252147	120253316	+	0	NA	NA	NA	NA	NA								
24156	chr22	50300088	50300857	+	0	NA	NA	NA	NA	NA								
31793	chr6	116667656	116669101	+	0	NA	NA	NA	NA	NA								
13780	chr15	90232963	90234512	+	0	NA	NA	NA	NA	NA								
28278	chr4	182806255	182806935	+	0	NA	NA	NA	NA	NA								
12248	chr14	75660239	75661698	+	0	NA	NA	NA	NA	NA								
22412	chr20	17568944	17570924	+	0	NA	NA	NA	NA	NA								
5910	chr10	122374370	122375733	+	0	NA	NA	NA	NA	NA								
23910	chr22	37643378	37643759	+	0	NA	NA	NA	NA	NA								
3301	chr1	199746979	199747400	+	0	NA	NA	NA	NA	NA								
16207	chr17	43546152	43546562	+	0	NA	NA	NA	NA	NA								
37031	chr9	132670336	132671432	+	0	NA	NA	NA	NA	NA								
26753	chr4	931403	932497	+	0	NA	NA	NA	NA	NA								
36635	chr9	114155304	114156945	+	0	NA	NA	NA	NA	NA								
20012	chr2	47272095	47273095	+	0	NA	NA	NA	NA	NA								
25891	chr3	133208266	133208719	+	0	NA	NA	NA	NA	NA								
25449	chr3	101675967	101678096	+	0	NA	NA	NA	NA	NA								
12236	chr14	75577726	75579685	+	0	NA	NA	NA	NA	NA								
1529	chr1	58783755	58784853	+	0	NA	NA	NA	NA	NA								
1167	chr1	43367385	43368461	+	0	NA	NA	NA	NA	NA								
19439	chr2	14634229	14634842	+	0	NA	NA	NA	NA	NA								
35383	chr8	130442937	130444195	+	0	NA	NA	NA	NA	NA								
25777	chr3	125519221	125521068	+	0	NA	NA	NA	NA	NA								
28184	chr4	158824333	158824949	+	0	NA	NA	NA	NA	NA								
652	chr1	26921461	26922284	+	0	NA	NA	NA	NA	NA								
24476	chr3	30112924	30113360	+	0	NA	NA	NA	NA	NA								
30547	chr6	7389212	7390355	+	0	NA	NA	NA	NA	NA								
7234	chr11	66257319	66258579	+	0	NA	NA	NA	NA	NA								
3380	chr1	201888283	201889078	+	0	NA	NA	NA	NA	NA								
542	chr1	24141620	24143539	+	0	NA	NA	NA	NA	NA								
32181	chr6	149717283	149718777	+	0	NA	NA	NA	NA	NA								
20904	chr2	134918098	134919556	+	0	NA	NA	NA	NA	NA								
34882	chr8	91039968	91041312	+	0	NA	NA	NA	NA	NA								
5326	chr10	97445498	97446571	+	0	NA	NA	NA	NA	NA								
9904	chr12	102885192	102886266	+	0	NA	NA	NA	NA	NA								
729	chr1	28259177	28260589	+	0	NA	NA	NA	NA	NA								
5322	chr10	97445498	97446571	+	0	NA	NA	NA	NA	NA								
34630	chr8	60396908	60397236	+	0	NA	NA	NA	NA	NA								
16763	chr17	64144370	64146506	+	0	NA	NA	NA	NA	NA								
37351	chrX	40734983	40736185	+	0	NA	NA	NA	NA	NA								
16723	chr17	63550325	63551026	+	0	NA	NA	NA	NA	NA								
22570	chr20	32018394	32019691	+	0	NA	NA	NA	NA	NA								
4159	chr10	5684448	5686115	+	0	NA	NA	NA	NA	NA								
5730	chr10	113099382	113100037	+	0	NA	NA	NA	NA	NA								
18540	chr19	32580384	32581772	+	0	NA	NA	NA	NA	NA								
28285	chr4	183098050	183098752	+	0	NA	NA	NA	NA	NA								
2031	chr1	101288443	101288727	+	0	NA	NA	NA	NA	NA								
25434	chr3	100400384	100401963	+	0	NA	NA	NA	NA	NA								
10518	chr13	28718117	28719337	+	0	NA	NA	NA	NA	NA								
22613	chr20	33562249	33562544	+	0	NA	NA	NA	NA	NA								
19444	chr2	15591467	15592424	+	0	NA	NA	NA	NA	NA								
19636	chr2	27123280	27124276	+	0	NA	NA	NA	NA	NA								
37771	chrX	110421017	110421593	+	0	NA	NA	NA	NA	NA								
12571	chr14	101495779	101496863	+	0	NA	NA	NA	NA	NA								
7876	chr11	114280708	114282744	+	0	NA	NA	NA	NA	NA								
4401	chr10	24465450	24466986	+	0	NA	NA	NA	NA	NA								
7872	chr11	114197469	114198139	+	0	NA	NA	NA	NA	NA								
25646	chr3	119676800	119677526	+	0	NA	NA	NA	NA	NA								
15367	chr17	4795474	4796455	+	0	NA	NA	NA	NA	NA								
37897	chrX	132488857	132489973	+	0	NA	NA	NA	NA	NA								
31002	chr6	41071771	41074160	+	0	NA	NA	NA	NA	NA								
15327	chr17	3845546	3846847	+	0	NA	NA	NA	NA	NA								
22907	chr20	45347887	45348192	+	0	NA	NA	NA	NA	NA								
27962	chr4	140019652	140020636	+	0	NA	NA	NA	NA	NA								
24679	chr3	45593022	45595445	+	0	NA	NA	NA	NA	NA								
32539	chr7	17523200	17524824	+	0	NA	NA	NA	NA	NA								
28541	chr5	32585294	32586481	+	0	NA	NA	NA	NA	NA								
17739	chr18	51050930	51051411	+	0	NA	NA	NA	NA	NA								
27922	chr4	139082817	139085069	+	0	NA	NA	NA	NA	NA								
26948	chr4	23368127	23368720	+	0	NA	NA	NA	NA	NA								
165	chr1	9250568	9251784	+	0	NA	NA	NA	NA	NA								
25357	chr3	79018043	79019775	+	0	NA	NA	NA	NA	NA								
251	chr1	11980406	11980757	+	0	NA	NA	NA	NA	NA								
9620	chr12	81077285	81077614	+	0	NA	NA	NA	NA	NA								
37360	chrX	41442007	41442944	+	0	NA	NA	NA	NA	NA								
26373	chr3	171966829	171967717	+	0	NA	NA	NA	NA	NA								
36787	chr9	125585455	125586397	+	0	NA	NA	NA	NA	NA								
37320	chrX	39688534	39689311	+	0	NA	NA	NA	NA	NA								
17744	chr18	54224291	54225071	+	0	NA	NA	NA	NA	NA								
32544	chr7	17531041	17531348	+	0	NA	NA	NA	NA	NA								
31914	chr6	131062180	131063825	+	0	NA	NA	NA	NA	NA								
15890	chr17	30950571	30951057	+	0	NA	NA	NA	NA	NA								
37199	chrX	15335016	15335898	+	0	NA	NA	NA	NA	NA								
17952	chr19	1248998	1249479	+	0	NA	NA	NA	NA	NA								
6659	chr11	46120917	46122431	+	0	NA	NA	NA	NA	NA								
33200	chr7	96709196	96710287	+	0	NA	NA	NA	NA	NA								
3130	chr1	180631771	180632976	+	0	NA	NA	NA	NA	NA								
29213	chr5	95960276	95962035	+	0	NA	NA	NA	NA	NA								
4853	chr10	72953125	72955592	+	0	NA	NA	NA	NA	NA								
30550	chr6	7389212	7390355	+	0	NA	NA	NA	NA	NA								
13189	chr15	58932910	58934203	+	0	NA	NA	NA	NA	NA								
28567	chr5	35089749	35090293	+	0	NA	NA	NA	NA	NA								
22081	chr2	237085732	237086164	+	0	NA	NA	NA	NA	NA								
499	chr1	23423612	23425373	+	0	NA	NA	NA	NA	NA								
31363	chr6	70884407	70884917	+	0	NA	NA	NA	NA	NA								
31323	chr6	56763983	56764430	+	0	NA	NA	NA	NA	NA								
28527	chr5	32173392	32175044	+	0	NA	NA	NA	NA	NA								
31815	chr6	118650336	118651908	+	0	NA	NA	NA	NA	NA								
11238	chr14	21455621	21456620	+	0	NA	NA	NA	NA	NA								
23530	chr22	17910385	17911209	+	0	NA	NA	NA	NA	NA								
28652	chr5	41869607	41870991	+	0	NA	NA	NA	NA	NA								
37429	chrX	48539416	48540280	+	0	NA	NA	NA	NA	NA								
15341	chr17	4143661	4144440	+	0	NA	NA	NA	NA	NA								
37469	chrX	53093645	53094588	+	0	NA	NA	NA	NA	NA								
34336	chr8	27310888	27311368	+	0	NA	NA	NA	NA	NA								
29331	chr5	112860816	112861771	+	0	NA	NA	NA	NA	NA								
30112	chr5	158618894	158619941	+	0	NA	NA	NA	NA	NA								
13887	chr15	98442448	98442776	+	0	NA	NA	NA	NA	NA								
10946	chr13	77697425	77698786	+	0	NA	NA	NA	NA	NA								
28173	chr4	158671842	158672726	+	0	NA	NA	NA	NA	NA								
5445	chr10	100986534	100986947	+	0	NA	NA	NA	NA	NA								
7105	chr11	64723494	64723869	+	0	NA	NA	NA	NA	NA								
6545	chr11	34051316	34053292	+	0	NA	NA	NA	NA	NA								
18557	chr19	33063674	33065232	+	0	NA	NA	NA	NA	NA								
22209	chr20	1827290	1828256	+	0	NA	NA	NA	NA	NA								
34401	chr8	29767855	29768488	+	0	NA	NA	NA	NA	NA								
13276	chr15	64153398	64154364	+	0	NA	NA	NA	NA	NA								
12143	chr14	73764964	73766002	+	0	NA	NA	NA	NA	NA								
18662	chr19	35718199	35718814	+	0	NA	NA	NA	NA	NA								
35374	chr8	129241057	129241690	+	0	NA	NA	NA	NA	NA								
29406	chr5	119269005	119269565	+	0	NA	NA	NA	NA	NA								
4934	chr10	76086653	76087340	+	0	NA	NA	NA	NA	NA								
9579	chr12	76558716	76560387	+	0	NA	NA	NA	NA	NA								
18622	chr19	35040731	35041921	+	0	NA	NA	NA	NA	NA								
18298	chr19	12918142	12919382	+	0	NA	NA	NA	NA	NA								
350	chr1	17010996	17012053	+	0	NA	NA	NA	NA	NA								
20805	chr2	120313317	120313644	+	0	NA	NA	NA	NA	NA								
30521	chr6	6915557	6916120	+	0	NA	NA	NA	NA	NA								
8474	chr12	6872791	6874043	+	0	NA	NA	NA	NA	NA								
11387	chr14	24332055	24332534	+	0	NA	NA	NA	NA	NA								
30561	chr6	7723103	7723326	+	0	NA	NA	NA	NA	NA								
15116	chr16	81549086	81549618	+	0	NA	NA	NA	NA	NA								
35942	chr9	35812205	35812578	+	0	NA	NA	NA	NA	NA								
15604	chr17	12020273	12021967	+	0	NA	NA	NA	NA	NA								
26516	chr3	186241876	186242527	+	0	NA	NA	NA	NA	NA								
27099	chr4	39637624	39639814	+	0	NA	NA	NA	NA	NA								
7557	chr11	76670466	76671172	+	0	NA	NA	NA	NA	NA								
3665	chr1	210400420	210401023	+	0	NA	NA	NA	NA	NA								
1670	chr1	71050060	71050259	+	0	NA	NA	NA	NA	NA								
34878	chr8	90645127	90646696	+	0	NA	NA	NA	NA	NA								
35754	chr9	21994440	21994845	+	0	NA	NA	NA	NA	NA								
22415	chr20	17661151	17661885	+	0	NA	NA	NA	NA	NA								
37666	chrX	81122045	81122357	+	0	NA	NA	NA	NA	NA								
26384	chr3	172152832	172153708	+	0	NA	NA	NA	NA	NA								
37626	chrX	74523160	74523857	+	0	NA	NA	NA	NA	NA								
9431	chr12	65278049	65278948	+	0	NA	NA	NA	NA	NA								
10833	chr13	51221833	51223234	+	0	NA	NA	NA	NA	NA								
33823	chr7	139133390	139133567	+	0	NA	NA	NA	NA	NA								
36433	chr9	101486072	101487181	+	0	NA	NA	NA	NA	NA								
33579	chr7	121003937	121004742	+	0	NA	NA	NA	NA	NA								
33863	chr7	140517987	140518564	+	0	NA	NA	NA	NA	NA								
33315	chr7	100656125	100656509	+	0	NA	NA	NA	NA	NA								
27706	chr4	104890504	104890884	+	0	NA	NA	NA	NA	NA								
21102	chr2	163735799	163737348	+	0	NA	NA	NA	NA	NA								
12080	chr14	70416413	70417400	+	0	NA	NA	NA	NA	NA								
29609	chr5	134526715	134527836	+	0	NA	NA	NA	NA	NA								
19330	chr2	6773037	6773493	+	0	NA	NA	NA	NA	NA								
27318	chr4	71186324	71188232	+	0	NA	NA	NA	NA	NA								
3271	chr1	193104421	193105886	+	0	NA	NA	NA	NA	NA								
1751	chr1	85137597	85138155	+	0	NA	NA	NA	NA	NA								
25340	chr3	72847457	72848647	+	0	NA	NA	NA	NA	NA								
13531	chr15	74956171	74957357	+	0	NA	NA	NA	NA	NA								
37790	chrX	118116073	118117381	+	0	NA	NA	NA	NA	NA								
12590	chr14	102139119	102140985	+	0	NA	NA	NA	NA	NA								
35844	chr9	33816438	33818768	+	0	NA	NA	NA	NA	NA								
4987	chr10	79285641	79286679	+	0	NA	NA	NA	NA	NA								
34885	chr8	91069900	91070801	+	0	NA	NA	NA	NA	NA								
3992	chr1	234523280	234524048	+	0	NA	NA	NA	NA	NA								
29060	chr5	78509619	78510860	+	0	NA	NA	NA	NA	NA								
31534	chr6	90286843	90287334	+	0	NA	NA	NA	NA	NA								
3996	chr1	234610685	234611421	+	0	NA	NA	NA	NA	NA								
29020	chr5	75510612	75512154	+	0	NA	NA	NA	NA	NA								
8485	chr12	6969444	6971193	+	0	NA	NA	NA	NA	NA								
35137	chr8	116755155	116756476	+	0	NA	NA	NA	NA	NA								
7646	chr11	85685749	85686525	+	0	NA	NA	NA	NA	NA								
28282	chr4	182925395	182925949	+	0	NA	NA	NA	NA	NA								
16909	chr17	74176465	74176980	+	0	NA	NA	NA	NA	NA								
7383	chr11	69429853	69430630	+	0	NA	NA	NA	NA	NA								
7642	chr11	85663771	85665328	+	0	NA	NA	NA	NA	NA								
4891	chr10	73940642	73940933	+	0	NA	NA	NA	NA	NA								
10480	chr13	26221494	26222945	+	0	NA	NA	NA	NA	NA								
19050	chr19	46856239	46856771	+	0	NA	NA	NA	NA	NA								
36880	chr9	128191080	128191925	+	0	NA	NA	NA	NA	NA								
15797	chr17	28728588	28728796	+	0	NA	NA	NA	NA	NA								
27589	chr4	88007228	88008499	+	0	NA	NA	NA	NA	NA								
6321	chr11	15208260	15208984	+	0	NA	NA	NA	NA	NA								
2169	chr1	111346149	111346914	+	0	NA	NA	NA	NA	NA								
2527	chr1	153922427	153923832	+	0	NA	NA	NA	NA	NA								
36632	chr9	114155304	114156945	+	0	NA	NA	NA	NA	NA								
20015	chr2	47402773	47403802	+	0	NA	NA	NA	NA	NA								
7839	chr11	112073904	112074979	+	0	NA	NA	NA	NA	NA								
15871	chr17	30291223	30292384	+	0	NA	NA	NA	NA	NA								
35839	chr9	33816438	33818768	+	0	NA	NA	NA	NA	NA								
17130	chr17	79777572	79778840	+	0	NA	NA	NA	NA	NA								
9855	chr12	100473182	100474154	+	0	NA	NA	NA	NA	NA								
29118	chr5	82641030	82641760	+	0	NA	NA	NA	NA	NA								
14496	chr16	31117566	31118097	+	0	NA	NA	NA	NA	NA								
31549	chr6	96521772	96522596	+	0	NA	NA	NA	NA	NA								
9388	chr12	62466487	62467441	+	0	NA	NA	NA	NA	NA								
32919	chr7	66628677	66629421	+	0	NA	NA	NA	NA	NA								
25870	chr3	132343073	132343357	+	0	NA	NA	NA	NA	NA								
15408	chr17	6700094	6700666	+	0	NA	NA	NA	NA	NA								
14317	chr16	24539005	24540426	+	0	NA	NA	NA	NA	NA								
16393	chr17	49575443	49576073	+	0	NA	NA	NA	NA	NA								
3628	chr1	208499683	208500704	+	0	NA	NA	NA	NA	NA								
34056	chr8	8938509	8939646	+	0	NA	NA	NA	NA	NA								
4502	chr10	33334588	33337079	+	0	NA	NA	NA	NA	NA								
29051	chr5	77144645	77144879	+	0	NA	NA	NA	NA	NA								
4506	chr10	34075346	34076080	+	0	NA	NA	NA	NA	NA								
10938	chr13	77326099	77327562	+	0	NA	NA	NA	NA	NA								
6517	chr11	33160931	33162057	+	0	NA	NA	NA	NA	NA								
2311	chr1	119139701	119140884	+	0	NA	NA	NA	NA	NA								
9138	chr12	54378613	54380013	+	0	NA	NA	NA	NA	NA								
17955	chr19	1262127	1262570	+	0	NA	NA	NA	NA	NA								
5417	chr10	100228764	100229801	+	0	NA	NA	NA	NA	NA								
28453	chr5	13976932	13977397	+	0	NA	NA	NA	NA	NA								
27131	chr4	40629319	40630043	+	0	NA	NA	NA	NA	NA								
34973	chr8	98170017	98170498	+	0	NA	NA	NA	NA	NA								
19021	chr19	45885626	45886362	+	0	NA	NA	NA	NA	NA								
19061	chr19	46991650	46992979	+	0	NA	NA	NA	NA	NA								
31005	chr6	41071771	41074160	+	0	NA	NA	NA	NA	NA								
11246	chr14	21525521	21527018	+	0	NA	NA	NA	NA	NA								
33928	chr7	150368035	150369157	+	0	NA	NA	NA	NA	NA								
34348	chr8	27603669	27604756	+	0	NA	NA	NA	NA	NA								
22591	chr20	32473517	32474615	+	0	NA	NA	NA	NA	NA								
33968	chr7	151248637	151249056	+	0	NA	NA	NA	NA	NA								
18463	chr19	18152535	18153538	+	0	NA	NA	NA	NA	NA								
20481	chr2	85888049	85889202	+	0	NA	NA	NA	NA	NA								
27965	chr4	140049001	140049735	+	0	NA	NA	NA	NA	NA								
18423	chr19	17215273	17215970	+	0	NA	NA	NA	NA	NA								
2863	chr1	165073090	165073731	+	0	NA	NA	NA	NA	NA								
14699	chr16	57735421	57735805	+	0	NA	NA	NA	NA	NA								
27925	chr4	139082817	139085069	+	0	NA	NA	NA	NA	NA								
7133	chr11	64923895	64925110	+	0	NA	NA	NA	NA	NA								
4714	chr10	63866466	63867120	+	0	NA	NA	NA	NA	NA								
16200	chr17	43398797	43399368	+	0	NA	NA	NA	NA	NA								
11256	chr14	22570182	22570601	+	0	NA	NA	NA	NA	NA								
14616	chr16	53098654	53100924	+	0	NA	NA	NA	NA	NA								
14104	chr16	3457753	3458221	+	0	NA	NA	NA	NA	NA								
23917	chr22	37745613	37747239	+	0	NA	NA	NA	NA	NA								
9589	chr12	77065128	77066332	+	0	NA	NA	NA	NA	NA								
34358	chr8	27771635	27772730	+	0	NA	NA	NA	NA	NA								
4903	chr10	74176214	74176984	+	0	NA	NA	NA	NA	NA								
8192	chr11	125591753	125593664	+	0	NA	NA	NA	NA	NA								
4238	chr10	12041941	12042989	+	0	NA	NA	NA	NA	NA								
8196	chr11	125887424	125888242	+	0	NA	NA	NA	NA	NA								
2141	chr1	110106097	110107059	+	0	NA	NA	NA	NA	NA								
7307	chr11	67239535	67240775	+	0	NA	NA	NA	NA	NA								
19183	chr19	49850398	49851147	+	0	NA	NA	NA	NA	NA								
13787	chr15	90528882	90530990	+	0	NA	NA	NA	NA	NA								
335	chr1	16155451	16156212	+	0	NA	NA	NA	NA	NA								
4715	chr10	63872371	63872886	+	0	NA	NA	NA	NA	NA								
3452	chr1	204072991	204074374	+	0	NA	NA	NA	NA	NA								
12473	chr14	92793887	92794968	+	0	NA	NA	NA	NA	NA								
15031	chr16	74984665	74985868	+	0	NA	NA	NA	NA	NA								
3456	chr1	204127661	204128328	+	0	NA	NA	NA	NA	NA								
32210	chr6	151451685	151452797	+	0	NA	NA	NA	NA	NA								
34046	chr8	8701603	8703117	+	0	NA	NA	NA	NA	NA								
14205	chr16	11668253	11668773	+	0	NA	NA	NA	NA	NA								
21226	chr2	173210459	173210914	+	0	NA	NA	NA	NA	NA								
29041	chr5	76820038	76820290	+	0	NA	NA	NA	NA	NA								
21266	chr2	175366798	175367249	+	0	NA	NA	NA	NA	NA								
24233	chr3	8769001	8769683	+	0	NA	NA	NA	NA	NA								
35079	chr8	104466299	104467250	+	0	NA	NA	NA	NA	NA								
17945	chr19	984199	984621	+	0	NA	NA	NA	NA	NA								
31715	chr6	110413709	110415825	+	0	NA	NA	NA	NA	NA								
28443	chr5	10627744	10628177	+	0	NA	NA	NA	NA	NA								
3281	chr1	197067159	197067853	+	0	NA	NA	NA	NA	NA								
30665	chr6	15244168	15245547	+	0	NA	NA	NA	NA	NA								
19040	chr19	46662010	46662301	+	0	NA	NA	NA	NA	NA								
32996	chr7	76358248	76359168	+	0	NA	NA	NA	NA	NA								
30625	chr6	12363813	12364611	+	0	NA	NA	NA	NA	NA								
14419	chr16	30417355	30418752	+	0	NA	NA	NA	NA	NA								
25030	chr3	52830423	52831317	+	0	NA	NA	NA	NA	NA								
906	chr1	34984877	34985857	+	0	NA	NA	NA	NA	NA								
3593	chr1	207050593	207053565	+	0	NA	NA	NA	NA	NA								
27394	chr4	75702862	75703572	+	0	NA	NA	NA	NA	NA								
33763	chr7	134646300	134647351	+	0	NA	NA	NA	NA	NA								
33723	chr7	131057152	131057475	+	0	NA	NA	NA	NA	NA								
9854	chr12	100437307	100437999	+	0	NA	NA	NA	NA	NA								
30193	chr5	171387189	171388699	+	0	NA	NA	NA	NA	NA								
