PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_enhancers.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr14-794	chr14	68807992	68808458	+	68794738	NA	NA	NA	NA	NA								
chr14-795	chr14	68814364	68814839	+	68794738	NA	NA	NA	NA	NA								
chr14-798	chr14	68816395	68817376	+	68794738	NA	NA	NA	NA	NA								
chr17-1480	chr17	68759592	68760193	+	68793548	NA	NA	NA	NA	NA								
chr5-757	chr5	68745575	68747248	+	68792608	NA	NA	NA	NA	NA								
chr5-752	chr5	68682159	68683026	+	68792608	NA	NA	NA	NA	NA								
chr5-755	chr5	68745575	68747248	+	68792608	NA	NA	NA	NA	NA								
chr5-750	chr5	68680626	68681055	+	68792608	NA	NA	NA	NA	NA								
chr5-756	chr5	68745575	68747248	+	68792608	NA	NA	NA	NA	NA								
chr5-753	chr5	68689427	68689728	+	68792608	NA	NA	NA	NA	NA								
chr5-754	chr5	68745575	68747248	+	68792608	NA	NA	NA	NA	NA								
chr5-751	chr5	68682159	68683026	+	68792608	NA	NA	NA	NA	NA								
chr5-759	chr5	68803353	68804044	+	68792608	NA	NA	NA	NA	NA								
chr5-758	chr5	68803353	68804044	+	68792608	NA	NA	NA	NA	NA								
chr14-792	chr14	68789677	68790169	+	68787659	NA	NA	NA	NA	NA								
chr14-791	chr14	68783925	68785002	+	68787659	NA	NA	NA	NA	NA								
chr14-790	chr14	68783925	68785002	+	68787659	NA	NA	NA	NA	NA								
chr14-789	chr14	68783925	68785002	+	68787659	NA	NA	NA	NA	NA								
chr15-834	chr15	68782433	68784056	+	68778534	NA	NA	NA	NA	NA								
chr15-835	chr15	68782433	68784056	+	68778534	NA	NA	NA	NA	NA								
chr15-836	chr15	68782433	68784056	+	68778534	NA	NA	NA	NA	NA								
chr14-787	chr14	68762471	68763548	+	68773315	NA	NA	NA	NA	NA								
chr14-786	chr14	68762471	68763548	+	68773315	NA	NA	NA	NA	NA								
chr14-784	chr14	68758520	68759533	+	68773315	NA	NA	NA	NA	NA								
chr14-783	chr14	68758520	68759533	+	68773315	NA	NA	NA	NA	NA								
chr14-788	chr14	68762471	68763548	+	68773315	NA	NA	NA	NA	NA								
chr14-785	chr14	68758520	68759533	+	68773315	NA	NA	NA	NA	NA								
chr11-1259	chr11	68798470	68798775	+	68754619	NA	NA	NA	NA	NA								
chr15-833	chr15	68735379	68736111	+	68749500	NA	NA	NA	NA	NA								
chr15-828	chr15	68704340	68705633	+	68749500	NA	NA	NA	NA	NA								
chr15-825	chr15	68704340	68705633	+	68749500	NA	NA	NA	NA	NA								
chr15-823	chr15	68674175	68674531	+	68749500	NA	NA	NA	NA	NA								
chr15-824	chr15	68691897	68692281	+	68749500	NA	NA	NA	NA	NA								
chr15-831	chr15	68730601	68731530	+	68749500	NA	NA	NA	NA	NA								
chr15-832	chr15	68730601	68731530	+	68749500	NA	NA	NA	NA	NA								
chr15-829	chr15	68713858	68714053	+	68749500	NA	NA	NA	NA	NA								
chr15-830	chr15	68730601	68731530	+	68749500	NA	NA	NA	NA	NA								
chr15-822	chr15	68674175	68674531	+	68749500	NA	NA	NA	NA	NA								
chr15-826	chr15	68704340	68705633	+	68749500	NA	NA	NA	NA	NA								
chr15-827	chr15	68704340	68705633	+	68749500	NA	NA	NA	NA	NA								
chr16-782	chr16	68744733	68745054	+	68742479	NA	NA	NA	NA	NA								
chr16-777	chr16	68711682	68712426	+	68737291	NA	NA	NA	NA	NA								
chr16-779	chr16	68713361	68713869	+	68737291	NA	NA	NA	NA	NA								
chr16-781	chr16	68732387	68732835	+	68737291	NA	NA	NA	NA	NA								
chr16-778	chr16	68713361	68713869	+	68737291	NA	NA	NA	NA	NA								
chr16-780	chr16	68732387	68732835	+	68737291	NA	NA	NA	NA	NA								
chr17-1479	chr17	68712335	68712916	+	68691808	NA	NA	NA	NA	NA								
chr16-776	chr16	68676512	68676784	+	68686398	NA	NA	NA	NA	NA								
chr14-780	chr14	68664296	68664616	+	68683410	NA	NA	NA	NA	NA								
chr14-781	chr14	68669109	68669571	+	68683410	NA	NA	NA	NA	NA								
chr14-782	chr14	68669109	68669571	+	68683410	NA	NA	NA	NA	NA								
chr2-1103	chr2	68709579	68709919	+	68679600	NA	NA	NA	NA	NA								
chr2-1104	chr2	68709579	68709919	+	68679600	NA	NA	NA	NA	NA								
chr2-1105	chr2	68721367	68721763	+	68679600	NA	NA	NA	NA	NA								
chrX-362	chrX	68693341	68694192	+	68647665	NA	NA	NA	NA	NA								
chrX-361	chrX	68693341	68694192	+	68647665	NA	NA	NA	NA	NA								
chr10-795	chr10	68600012	68600731	+	68632370	NA	NA	NA	NA	NA								
chr10-794	chr10	68600012	68600731	+	68632370	NA	NA	NA	NA	NA								
chr10-796	chr10	68600012	68600731	+	68632370	NA	NA	NA	NA	NA								
chr10-797	chr10	68600012	68600731	+	68632370	NA	NA	NA	NA	NA								
chr12-1319	chr12	68634126	68635170	+	68627233	NA	NA	NA	NA	NA								
chr14-778	chr14	68632171	68633676	+	68627159	NA	NA	NA	NA	NA								
chr14-779	chr14	68632171	68633676	+	68627159	NA	NA	NA	NA	NA								
chr14-777	chr14	68632171	68633676	+	68627159	NA	NA	NA	NA	NA								
chr9-588	chr9	68584538	68584766	+	68609124	NA	NA	NA	NA	NA								
chr14-775	chr14	68562837	68563434	+	68605395	NA	NA	NA	NA	NA								
chr14-773	chr14	68522510	68523422	+	68605395	NA	NA	NA	NA	NA								
chr14-774	chr14	68522510	68523422	+	68605395	NA	NA	NA	NA	NA								
chr14-772	chr14	68522510	68523422	+	68605395	NA	NA	NA	NA	NA								
chr14-776	chr14	68563957	68564312	+	68605395	NA	NA	NA	NA	NA								
chr17-1477	chr17	68611771	68612457	+	68591795	NA	NA	NA	NA	NA								
chr17-1476	chr17	68599633	68601475	+	68591795	NA	NA	NA	NA	NA								
chr17-1473	chr17	68599633	68601475	+	68591795	NA	NA	NA	NA	NA								
chr17-1478	chr17	68611771	68612457	+	68591795	NA	NA	NA	NA	NA								
chr17-1474	chr17	68599633	68601475	+	68591795	NA	NA	NA	NA	NA								
chr17-1469	chr17	68576998	68577689	+	68591795	NA	NA	NA	NA	NA								
chr17-1470	chr17	68576998	68577689	+	68591795	NA	NA	NA	NA	NA								
chr17-1471	chr17	68579230	68579430	+	68591795	NA	NA	NA	NA	NA								
chr17-1475	chr17	68599633	68601475	+	68591795	NA	NA	NA	NA	NA								
chr17-1472	chr17	68580230	68580610	+	68591795	NA	NA	NA	NA	NA								
chr15-819	chr15	68554074	68554404	+	68578992	NA	NA	NA	NA	NA								
chr15-821	chr15	68584256	68585009	+	68578992	NA	NA	NA	NA	NA								
chr15-820	chr15	68584256	68585009	+	68578992	NA	NA	NA	NA	NA								
chr17-1468	chr17	68570663	68571121	+	68557515	NA	NA	NA	NA	NA								
chr12-1318	chr12	68557959	68558526	+	68552994	NA	NA	NA	NA	NA								
chr10-793	chr10	68526827	68527612	+	68544488	NA	NA	NA	NA	NA								
chr10-792	chr10	68526827	68527612	+	68544488	NA	NA	NA	NA	NA								
chr9-587	chr9	68530450	68531140	+	68536579	NA	NA	NA	NA	NA								
chr16-774	chr16	68539138	68539988	+	68535514	NA	NA	NA	NA	NA								
chr16-775	chr16	68539138	68539988	+	68535514	NA	NA	NA	NA	NA								
chr17-1467	chr17	68541963	68542180	+	68535112	NA	NA	NA	NA	NA								
chr5-746	chr5	68647577	68648315	+	68535023	NA	NA	NA	NA	NA								
chr5-747	chr5	68647577	68648315	+	68535023	NA	NA	NA	NA	NA								
chr5-745	chr5	68627600	68628097	+	68535023	NA	NA	NA	NA	NA								
chr5-744	chr5	68627600	68628097	+	68535023	NA	NA	NA	NA	NA								
chr5-743	chr5	68592968	68593800	+	68535023	NA	NA	NA	NA	NA								
chr5-748	chr5	68647577	68648315	+	68535023	NA	NA	NA	NA	NA								
chr5-749	chr5	68650354	68650708	+	68535023	NA	NA	NA	NA	NA								
chr16-773	chr16	68510211	68510456	+	68530089	NA	NA	NA	NA	NA								
chr8-859	chr8	68577488	68577779	+	68525516	NA	NA	NA	NA	NA								
chr11-1258	chr11	68546446	68547002	+	68488608	NA	NA	NA	NA	NA								
chr15-817	chr15	68390305	68391364	+	68483201	NA	NA	NA	NA	NA								
chr15-818	chr15	68491691	68492022	+	68483201	NA	NA	NA	NA	NA								
chr10-791	chr10	68471618	68472142	+	68477997	NA	NA	NA	NA	NA								
chrX-360	chrX	68432783	68433581	+	68474709	NA	NA	NA	NA	NA								
chrX-359	chrX	68432783	68433581	+	68474709	NA	NA	NA	NA	NA								
chr10-790	chr10	68446010	68446555	+	68461406	NA	NA	NA	NA	NA								
chr16-770	chr16	68413114	68413474	+	68448842	NA	NA	NA	NA	NA								
chr16-772	chr16	68413957	68414535	+	68448842	NA	NA	NA	NA	NA								
chr16-771	chr16	68413957	68414535	+	68448842	NA	NA	NA	NA	NA								
chr16-769	chr16	68413114	68413474	+	68448842	NA	NA	NA	NA	NA								
chr16-768	chr16	68412083	68412574	+	68448842	NA	NA	NA	NA	NA								
chr5-740	chr5	68461789	68462337	+	68430338	NA	NA	NA	NA	NA								
chr5-742	chr5	68467133	68467721	+	68430338	NA	NA	NA	NA	NA								
chr5-739	chr5	68460232	68460434	+	68430338	NA	NA	NA	NA	NA								
chr5-738	chr5	68448847	68449789	+	68430338	NA	NA	NA	NA	NA								
chr5-735	chr5	68339395	68340370	+	68430338	NA	NA	NA	NA	NA								
chr5-737	chr5	68448847	68449789	+	68430338	NA	NA	NA	NA	NA								
chr5-736	chr5	68418228	68418567	+	68430338	NA	NA	NA	NA	NA								
chr5-734	chr5	68339395	68340370	+	68430338	NA	NA	NA	NA	NA								
chr5-741	chr5	68461789	68462337	+	68430338	NA	NA	NA	NA	NA								
chr17-1463	chr17	68436217	68436629	+	68424450	NA	NA	NA	NA	NA								
chr17-1466	chr17	68456563	68458123	+	68424450	NA	NA	NA	NA	NA								
chr17-1464	chr17	68456563	68458123	+	68424450	NA	NA	NA	NA	NA								
chr17-1465	chr17	68456563	68458123	+	68424450	NA	NA	NA	NA	NA								
chr14-768	chr14	68411035	68411562	+	68421697	NA	NA	NA	NA	NA								
chr14-769	chr14	68411035	68411562	+	68421697	NA	NA	NA	NA	NA								
chr14-767	chr14	68404395	68405047	+	68421697	NA	NA	NA	NA	NA								
chr14-771	chr14	68501075	68501752	+	68421697	NA	NA	NA	NA	NA								
chr14-770	chr14	68501075	68501752	+	68421697	NA	NA	NA	NA	NA								
chr17-1461	chr17	68391662	68392364	+	68413622	NA	NA	NA	NA	NA								
chr17-1460	chr17	68391662	68392364	+	68413622	NA	NA	NA	NA	NA								
chr17-1458	chr17	68382347	68383522	+	68413622	NA	NA	NA	NA	NA								
chr17-1462	chr17	68399068	68399345	+	68413622	NA	NA	NA	NA	NA								
chr17-1459	chr17	68391131	68391485	+	68413622	NA	NA	NA	NA	NA								
chr17-1457	chr17	68382347	68383522	+	68413622	NA	NA	NA	NA	NA								
chr16-766	chr16	68385338	68386482	+	68367324	NA	NA	NA	NA	NA								
chr16-767	chr16	68394892	68395358	+	68367324	NA	NA	NA	NA	NA								
chr16-763	chr16	68372639	68373097	+	68367324	NA	NA	NA	NA	NA								
chr16-764	chr16	68384145	68384514	+	68367324	NA	NA	NA	NA	NA								
chr16-765	chr16	68385338	68386482	+	68367324	NA	NA	NA	NA	NA								
chr16-762	chr16	68351205	68352161	+	68358326	NA	NA	NA	NA	NA								
chr14-765	chr14	68316109	68316818	+	68338727	NA	NA	NA	NA	NA								
chr14-764	chr14	68316109	68316818	+	68338727	NA	NA	NA	NA	NA								
chr14-763	chr14	68307269	68308055	+	68338727	NA	NA	NA	NA	NA								
chr14-762	chr14	68307269	68308055	+	68338727	NA	NA	NA	NA	NA								
chr14-766	chr14	68318491	68318848	+	68338727	NA	NA	NA	NA	NA								
chr12-1317	chr12	68326023	68326621	+	68332887	NA	NA	NA	NA	NA								
chr11-1257	chr11	68377108	68378003	+	68312590	NA	NA	NA	NA	NA								
chr11-1256	chr11	68377108	68378003	+	68312590	NA	NA	NA	NA	NA								
chr15-816	chr15	68306796	68307079	+	68296531	NA	NA	NA	NA	NA								
chr15-814	chr15	68289622	68290069	+	68296531	NA	NA	NA	NA	NA								
chr15-815	chr15	68289622	68290069	+	68296531	NA	NA	NA	NA	NA								
chr16-761	chr16	68298997	68299438	+	68290086	NA	NA	NA	NA	NA								
chr16-760	chr16	68298997	68299438	+	68290086	NA	NA	NA	NA	NA								
chr15-813	chr15	68271836	68272460	+	68267791	NA	NA	NA	NA	NA								
chr17-1455	chr17	68301746	68302980	+	68267025	NA	NA	NA	NA	NA								
chr17-1452	chr17	68301746	68302980	+	68267025	NA	NA	NA	NA	NA								
chr17-1454	chr17	68301746	68302980	+	68267025	NA	NA	NA	NA	NA								
chr17-1447	chr17	68290327	68290912	+	68267025	NA	NA	NA	NA	NA								
chr17-1450	chr17	68291254	68292278	+	68267025	NA	NA	NA	NA	NA								
chr17-1451	chr17	68291254	68292278	+	68267025	NA	NA	NA	NA	NA								
chr17-1448	chr17	68290327	68290912	+	68267025	NA	NA	NA	NA	NA								
chr17-1456	chr17	68318501	68319179	+	68267025	NA	NA	NA	NA	NA								
chr17-1453	chr17	68301746	68302980	+	68267025	NA	NA	NA	NA	NA								
chr17-1449	chr17	68291254	68292278	+	68267025	NA	NA	NA	NA	NA								
chr16-759	chr16	68261603	68261955	+	68264515	NA	NA	NA	NA	NA								
chr10-789	chr10	68270093	68270936	+	68260556	NA	NA	NA	NA	NA								
chr2-1102	chr2	68238184	68238562	+	68251602	NA	NA	NA	NA	NA								
chr2-1101	chr2	68238184	68238562	+	68251602	NA	NA	NA	NA	NA								
chr1-2069	chr1	68231252	68232244	+	68242473	NA	NA	NA	NA	NA								
chr1-2071	chr1	68231252	68232244	+	68242473	NA	NA	NA	NA	NA								
chr1-2072	chr1	68231252	68232244	+	68242473	NA	NA	NA	NA	NA								
chr1-2070	chr1	68231252	68232244	+	68242473	NA	NA	NA	NA	NA								
chr1-2073	chr1	68231252	68232244	+	68242473	NA	NA	NA	NA	NA								
chr1-2074	chr1	68232398	68232802	+	68242473	NA	NA	NA	NA	NA								
chr14-755	chr14	68232402	68233093	+	68236242	NA	NA	NA	NA	NA								
chr14-758	chr14	68248062	68249076	+	68236242	NA	NA	NA	NA	NA								
chr14-753	chr14	68215391	68215811	+	68236242	NA	NA	NA	NA	NA								
chr14-754	chr14	68230983	68231321	+	68236242	NA	NA	NA	NA	NA								
chr14-759	chr14	68278444	68279518	+	68236242	NA	NA	NA	NA	NA								
chr14-752	chr14	68195100	68195542	+	68236242	NA	NA	NA	NA	NA								
chr14-756	chr14	68248062	68249076	+	68236242	NA	NA	NA	NA	NA								
chr14-760	chr14	68285440	68286106	+	68236242	NA	NA	NA	NA	NA								
chr14-751	chr14	68193476	68194095	+	68236242	NA	NA	NA	NA	NA								
chr14-757	chr14	68248062	68249076	+	68236242	NA	NA	NA	NA	NA								
chr14-761	chr14	68285440	68286106	+	68236242	NA	NA	NA	NA	NA								
chr10-788	chr10	68212817	68213140	+	68230594	NA	NA	NA	NA	NA								
chr10-787	chr10	68198213	68198587	+	68230594	NA	NA	NA	NA	NA								
chr5-724	chr5	68287714	68288691	+	68215739	NA	NA	NA	NA	NA								
chr5-723	chr5	68287714	68288691	+	68215739	NA	NA	NA	NA	NA								
chr5-718	chr5	68258710	68259505	+	68215739	NA	NA	NA	NA	NA								
chr5-720	chr5	68261294	68261746	+	68215739	NA	NA	NA	NA	NA								
chr5-731	chr5	68292309	68292743	+	68215739	NA	NA	NA	NA	NA								
chr5-708	chr5	68222263	68222546	+	68215739	NA	NA	NA	NA	NA								
chr5-726	chr5	68287714	68288691	+	68215739	NA	NA	NA	NA	NA								
chr5-709	chr5	68224722	68225125	+	68215739	NA	NA	NA	NA	NA								
chr5-711	chr5	68230066	68230769	+	68215739	NA	NA	NA	NA	NA								
chr5-719	chr5	68258710	68259505	+	68215739	NA	NA	NA	NA	NA								
chr5-727	chr5	68287714	68288691	+	68215739	NA	NA	NA	NA	NA								
chr5-722	chr5	68286401	68286662	+	68215739	NA	NA	NA	NA	NA								
chr5-725	chr5	68287714	68288691	+	68215739	NA	NA	NA	NA	NA								
chr5-706	chr5	68203852	68204383	+	68215739	NA	NA	NA	NA	NA								
chr5-728	chr5	68288752	68289160	+	68215739	NA	NA	NA	NA	NA								
chr5-710	chr5	68224722	68225125	+	68215739	NA	NA	NA	NA	NA								
chr5-716	chr5	68252747	68253356	+	68215739	NA	NA	NA	NA	NA								
chr5-732	chr5	68302469	68303170	+	68215739	NA	NA	NA	NA	NA								
chr5-707	chr5	68219324	68219537	+	68215739	NA	NA	NA	NA	NA								
chr5-721	chr5	68261294	68261746	+	68215739	NA	NA	NA	NA	NA								
chr5-705	chr5	68203852	68204383	+	68215739	NA	NA	NA	NA	NA								
chr5-730	chr5	68292309	68292743	+	68215739	NA	NA	NA	NA	NA								
chr5-717	chr5	68258710	68259505	+	68215739	NA	NA	NA	NA	NA								
chr5-712	chr5	68236893	68237488	+	68215739	NA	NA	NA	NA	NA								
chr5-715	chr5	68252747	68253356	+	68215739	NA	NA	NA	NA	NA								
chr5-729	chr5	68288752	68289160	+	68215739	NA	NA	NA	NA	NA								
chr5-733	chr5	68302469	68303170	+	68215739	NA	NA	NA	NA	NA								
chr5-714	chr5	68245571	68246082	+	68215739	NA	NA	NA	NA	NA								
chr5-713	chr5	68243545	68243845	+	68215739	NA	NA	NA	NA	NA								
chr15-812	chr15	68228618	68229822	+	68206991	NA	NA	NA	NA	NA								
chr15-811	chr15	68228618	68229822	+	68206991	NA	NA	NA	NA	NA								
chr15-810	chr15	68210601	68211484	+	68206991	NA	NA	NA	NA	NA								
chr15-809	chr15	68210601	68211484	+	68206991	NA	NA	NA	NA	NA								
chr5-704	chr5	68172326	68173000	+	68159217	NA	NA	NA	NA	NA								
chr5-701	chr5	68139890	68140699	+	68159060	NA	NA	NA	NA	NA								
chr5-702	chr5	68139890	68140699	+	68159060	NA	NA	NA	NA	NA								
chr5-703	chr5	68139890	68140699	+	68159060	NA	NA	NA	NA	NA								
chr10-785	chr10	68153505	68153888	+	68158078	NA	NA	NA	NA	NA								
chr10-786	chr10	68155792	68155969	+	68158078	NA	NA	NA	NA	NA								
chr11-1255	chr11	68156982	68157496	+	68154862	NA	NA	NA	NA	NA								
chr11-1254	chr11	68146883	68147350	+	68154862	NA	NA	NA	NA	NA								
chr14-744	chr14	68137683	68138073	+	68149616	NA	NA	NA	NA	NA								
chr14-745	chr14	68164306	68165148	+	68149616	NA	NA	NA	NA	NA								
chr14-748	chr14	68172412	68173046	+	68149616	NA	NA	NA	NA	NA								
chr14-747	chr14	68172412	68173046	+	68149616	NA	NA	NA	NA	NA								
chr14-746	chr14	68165231	68165681	+	68149616	NA	NA	NA	NA	NA								
chr14-749	chr14	68191684	68192262	+	68149616	NA	NA	NA	NA	NA								
chr14-750	chr14	68191684	68192262	+	68149616	NA	NA	NA	NA	NA								
chr3-1371	chr3	68135888	68136539	+	68145003	NA	NA	NA	NA	NA								
chr3-1370	chr3	68135888	68136539	+	68145003	NA	NA	NA	NA	NA								
chrX-358	chrX	68197000	68197303	+	68132867	NA	NA	NA	NA	NA								
chr11-1252	chr11	68099520	68100061	+	68121623	NA	NA	NA	NA	NA								
chr11-1253	chr11	68125008	68125352	+	68121623	NA	NA	NA	NA	NA								
chr14-743	chr14	68082853	68083585	+	68113705	NA	NA	NA	NA	NA								
chr14-740	chr14	68044062	68044621	+	68113705	NA	NA	NA	NA	NA								
chr14-742	chr14	68082853	68083585	+	68113705	NA	NA	NA	NA	NA								
chr14-741	chr14	68082853	68083585	+	68113705	NA	NA	NA	NA	NA								
chr14-739	chr14	67999953	68000674	+	68113705	NA	NA	NA	NA	NA								
chr10-784	chr10	68074369	68075547	+	68087896	NA	NA	NA	NA	NA								
chr10-783	chr10	68074369	68075547	+	68087896	NA	NA	NA	NA	NA								
chr10-780	chr10	68072861	68073051	+	68087896	NA	NA	NA	NA	NA								
chr10-781	chr10	68074369	68075547	+	68087896	NA	NA	NA	NA	NA								
chr10-782	chr10	68074369	68075547	+	68087896	NA	NA	NA	NA	NA								
chr5-699	chr5	68033120	68034411	+	68087160	NA	NA	NA	NA	NA								
chr5-698	chr5	68033120	68034411	+	68087160	NA	NA	NA	NA	NA								
chr5-695	chr5	68032271	68032926	+	68087160	NA	NA	NA	NA	NA								
chr5-697	chr5	68033120	68034411	+	68087160	NA	NA	NA	NA	NA								
chr5-692	chr5	68023898	68024784	+	68087160	NA	NA	NA	NA	NA								
chr5-700	chr5	68101384	68101849	+	68087160	NA	NA	NA	NA	NA								
chr5-696	chr5	68032271	68032926	+	68087160	NA	NA	NA	NA	NA								
chr5-693	chr5	68023898	68024784	+	68087160	NA	NA	NA	NA	NA								
chr5-694	chr5	68023898	68024784	+	68087160	NA	NA	NA	NA	NA								
chr16-758	chr16	68072263	68072562	+	68077339	NA	NA	NA	NA	NA								
chrX-357	chrX	68060806	68061503	+	68070519	NA	NA	NA	NA	NA								
chrX-355	chrX	68060806	68061503	+	68070519	NA	NA	NA	NA	NA								
chrX-356	chrX	68060806	68061503	+	68070519	NA	NA	NA	NA	NA								
chr15-808	chr15	68061276	68061753	+	68054308	NA	NA	NA	NA	NA								
chr11-1251	chr11	68081685	68082129	+	68052858	NA	NA	NA	NA	NA								
chr2-1099	chr2	68061980	68063048	+	68041129	NA	NA	NA	NA	NA								
chr2-1100	chr2	68061980	68063048	+	68041129	NA	NA	NA	NA	NA								
chr2-1098	chr2	68031613	68031852	+	68023693	NA	NA	NA	NA	NA								
chr16-757	chr16	68040610	68040892	+	68020915	NA	NA	NA	NA	NA								
chr11-1249	chr11	68003011	68004230	+	68008577	NA	NA	NA	NA	NA								
chr11-1250	chr11	68003011	68004230	+	68008577	NA	NA	NA	NA	NA								
chr3-1369	chr3	68007362	68008430	+	68004246	NA	NA	NA	NA	NA								
chr3-1367	chr3	67968369	67969332	+	68004246	NA	NA	NA	NA	NA								
chr3-1366	chr3	67968369	67969332	+	68004246	NA	NA	NA	NA	NA								
chr3-1365	chr3	67854444	67855120	+	68004246	NA	NA	NA	NA	NA								
chr3-1368	chr3	68007362	68008430	+	68004246	NA	NA	NA	NA	NA								
chr3-1364	chr3	67854444	67855120	+	68004246	NA	NA	NA	NA	NA								
chr3-1363	chr3	67852773	67853206	+	68004246	NA	NA	NA	NA	NA								
chr15-805	chr15	67980602	67982148	+	67985058	NA	NA	NA	NA	NA								
chr15-804	chr15	67980602	67982148	+	67985058	NA	NA	NA	NA	NA								
chr15-803	chr15	67980015	67980175	+	67985058	NA	NA	NA	NA	NA								
chr15-807	chr15	68014070	68014709	+	67985058	NA	NA	NA	NA	NA								
chr15-806	chr15	67995124	67995414	+	67985058	NA	NA	NA	NA	NA								
chr16-756	chr16	67967551	67968981	+	67975662	NA	NA	NA	NA	NA								
chr16-754	chr16	67967551	67968981	+	67975662	NA	NA	NA	NA	NA								
chr16-753	chr16	67961563	67962444	+	67975662	NA	NA	NA	NA	NA								
chr16-755	chr16	67967551	67968981	+	67975662	NA	NA	NA	NA	NA								
chr15-798	chr15	67914683	67915383	+	67974390	NA	NA	NA	NA	NA								
chr15-800	chr15	67915464	67916560	+	67974390	NA	NA	NA	NA	NA								
chr15-799	chr15	67914683	67915383	+	67974390	NA	NA	NA	NA	NA								
chr15-802	chr15	67963957	67964167	+	67974390	NA	NA	NA	NA	NA								
chr15-801	chr15	67915464	67916560	+	67974390	NA	NA	NA	NA	NA								
chr10-779	chr10	67954069	67954388	+	67960701	NA	NA	NA	NA	NA								
chr17-1445	chr17	67959045	67960070	+	67955313	NA	NA	NA	NA	NA								
chr17-1446	chr17	67959045	67960070	+	67955313	NA	NA	NA	NA	NA								
chr17-1444	chr17	67945383	67946054	+	67950884	NA	NA	NA	NA	NA								
chr16-752	chr16	67936787	67936957	+	67934505	NA	NA	NA	NA	NA								
chr12-1316	chr12	67943354	67943617	+	67929234	NA	NA	NA	NA	NA								
chr12-1314	chr12	67910778	67911403	+	67929234	NA	NA	NA	NA	NA								
chr12-1315	chr12	67910778	67911403	+	67929234	NA	NA	NA	NA	NA								
chr16-750	chr16	67922899	67923545	+	67927639	NA	NA	NA	NA	NA								
chr16-751	chr16	67922899	67923545	+	67927639	NA	NA	NA	NA	NA								
chr4-670	chr4	67871912	67872179	+	67909394	NA	NA	NA	NA	NA								
chr4-671	chr4	67932841	67933049	+	67909394	NA	NA	NA	NA	NA								
chr5-691	chr5	67971095	67971728	+	67855734	NA	NA	NA	NA	NA								
chr5-690	chr5	67971095	67971728	+	67855734	NA	NA	NA	NA	NA								
chr5-689	chr5	67971095	67971728	+	67855734	NA	NA	NA	NA	NA								
chr5-688	chr5	67932876	67933338	+	67855734	NA	NA	NA	NA	NA								
chr15-795	chr15	67884318	67885566	+	67839938	NA	NA	NA	NA	NA								
chr15-796	chr15	67884318	67885566	+	67839938	NA	NA	NA	NA	NA								
chr15-797	chr15	67884318	67885566	+	67839938	NA	NA	NA	NA	NA								
chr15-794	chr15	67836533	67836941	+	67834309	NA	NA	NA	NA	NA								
chr1-2067	chr1	67815753	67816764	+	67832292	NA	NA	NA	NA	NA								
chr1-2066	chr1	67815753	67816764	+	67832292	NA	NA	NA	NA	NA								
chr1-2068	chr1	67824592	67825331	+	67832292	NA	NA	NA	NA	NA								
chr1-2065	chr1	67815753	67816764	+	67832292	NA	NA	NA	NA	NA								
chr16-749	chr16	67833431	67834107	+	67828156	NA	NA	NA	NA	NA								
chr16-748	chr16	67833431	67834107	+	67828156	NA	NA	NA	NA	NA								
chr14-733	chr14	67816172	67816896	+	67819778	NA	NA	NA	NA	NA								
chr14-734	chr14	67816172	67816896	+	67819778	NA	NA	NA	NA	NA								
chr14-735	chr14	67940688	67941341	+	67819778	NA	NA	NA	NA	NA								
chr14-738	chr14	67943958	67944196	+	67819778	NA	NA	NA	NA	NA								
chr14-732	chr14	67815655	67816054	+	67819778	NA	NA	NA	NA	NA								
chr14-736	chr14	67942320	67942817	+	67819778	NA	NA	NA	NA	NA								
chr14-731	chr14	67815655	67816054	+	67819778	NA	NA	NA	NA	NA								
