PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr12-947	chr12	56151710	56152723	+	56152255	NA	NA	NA	NA	NA								
chr12-945	chr12	56151710	56152723	+	56152255	NA	NA	NA	NA	NA								
chr12-948	chr12	56151710	56152723	+	56152255	NA	NA	NA	NA	NA								
chr5-456	chr5	56123438	56124313	+	56125670	NA	NA	NA	NA	NA								
chr5-455	chr5	56123438	56124313	+	56125670	NA	NA	NA	NA	NA								
chr12-944	chr12	56121232	56121551	+	56120032	NA	NA	NA	NA	NA								
chr12-943	chr12	56119458	56119692	+	56120032	NA	NA	NA	NA	NA								
chr12-942	chr12	56117877	56118622	+	56118259	NA	NA	NA	NA	NA								
chr12-941	chr12	56117877	56118622	+	56118249	NA	NA	NA	NA	NA								
chr14-575	chr14	56117785	56119579	+	56117813	NA	NA	NA	NA	NA								
chr14-574	chr14	56117785	56119579	+	56117813	NA	NA	NA	NA	NA								
chr14-577	chr14	56117785	56119579	+	56117813	NA	NA	NA	NA	NA								
chr14-576	chr14	56117785	56119579	+	56117813	NA	NA	NA	NA	NA								
chr12-939	chr12	56116206	56116917	+	56116589	NA	NA	NA	NA	NA								
chr12-938	chr12	56116206	56116917	+	56116589	NA	NA	NA	NA	NA								
chr12-940	chr12	56116206	56116917	+	56116589	NA	NA	NA	NA	NA								
chr19-2064	chr19	56105129	56105739	+	56105415	NA	NA	NA	NA	NA								
chr12-937	chr12	56103964	56105053	+	56104613	NA	NA	NA	NA	NA								
chr12-935	chr12	56103964	56105053	+	56104613	NA	NA	NA	NA	NA								
chr12-936	chr12	56103964	56105053	+	56104536	NA	NA	NA	NA	NA								
chr12-934	chr12	56103964	56105053	+	56104536	NA	NA	NA	NA	NA								
chr5-452	chr5	56097179	56098417	+	56099679	NA	NA	NA	NA	NA								
chr5-454	chr5	56097179	56098417	+	56099679	NA	NA	NA	NA	NA								
chr5-453	chr5	56097179	56098417	+	56099679	NA	NA	NA	NA	NA								
chr5-451	chr5	56097179	56098417	+	56099679	NA	NA	NA	NA	NA								
chr7-616	chr7	56079396	56080188	+	56080282	NA	NA	NA	NA	NA								
chr7-615	chr7	56079396	56080188	+	56080282	NA	NA	NA	NA	NA								
chr8-629	chr8	56074138	56074980	+	56074591	NA	NA	NA	NA	NA								
chr8-631	chr8	56074138	56074980	+	56074591	NA	NA	NA	NA	NA								
chr8-630	chr8	56074138	56074980	+	56074591	NA	NA	NA	NA	NA								
chr8-628	chr8	56067407	56068078	+	56067253	NA	NA	NA	NA	NA								
chr8-627	chr8	56067407	56068078	+	56067253	NA	NA	NA	NA	NA								
chr19-2063	chr19	56066434	56066970	+	56066683	NA	NA	NA	NA	NA								
chr19-2062	chr19	56066434	56066970	+	56066683	NA	NA	NA	NA	NA								
chr7-614	chr7	56065005	56065236	+	56064001	NA	NA	NA	NA	NA								
chr7-612	chr7	56063825	56064895	+	56064001	NA	NA	NA	NA	NA								
chr7-611	chr7	56063825	56064895	+	56064001	NA	NA	NA	NA	NA								
chr7-613	chr7	56063825	56064895	+	56064001	NA	NA	NA	NA	NA								
chr18-526	chr18	56062988	56063355	+	56061108	NA	NA	NA	NA	NA								
chr7-610	chr7	56051153	56052261	+	56051684	NA	NA	NA	NA	NA								
chr7-609	chr7	56051153	56052261	+	56051684	NA	NA	NA	NA	NA								
chr4-511	chr4	56048619	56050038	+	56049097	NA	NA	NA	NA	NA								
chr4-513	chr4	56048619	56050038	+	56049097	NA	NA	NA	NA	NA								
chr4-512	chr4	56048619	56050038	+	56049097	NA	NA	NA	NA	NA								
chr12-933	chr12	56041462	56042441	+	56041350	NA	NA	NA	NA	NA								
chr12-932	chr12	56041462	56042441	+	56041350	NA	NA	NA	NA	NA								
chr18-525	chr18	56029823	56030411	+	56031829	NA	NA	NA	NA	NA								
chr12-931	chr12	56029731	56030076	+	56029648	NA	NA	NA	NA	NA								
chr7-608	chr7	56009603	56010083	+	56011050	NA	NA	NA	NA	NA								
chr12-929	chr12	56006903	56008099	+	56007658	NA	NA	NA	NA	NA								
chr12-930	chr12	56006903	56008099	+	56007658	NA	NA	NA	NA	NA								
chr12-928	chr12	56006903	56008099	+	56007658	NA	NA	NA	NA	NA								
chr12-926	chr12	55996765	55997932	+	55997179	NA	NA	NA	NA	NA								
chr12-927	chr12	55996765	55997932	+	55997179	NA	NA	NA	NA	NA								
chr12-924	chr12	55996188	55996414	+	55997179	NA	NA	NA	NA	NA								
chr12-925	chr12	55996765	55997932	+	55997179	NA	NA	NA	NA	NA								
chr5-450	chr5	55994456	55995581	+	55995152	NA	NA	NA	NA	NA								
chr5-449	chr5	55994456	55995581	+	55995152	NA	NA	NA	NA	NA								
chr8-626	chr8	55978544	55978982	+	55980239	NA	NA	NA	NA	NA								
chr5-447	chr5	55977867	55978718	+	55978247	NA	NA	NA	NA	NA								
chr5-448	chr5	55977867	55978718	+	55978247	NA	NA	NA	NA	NA								
chr12-922	chr12	55973381	55974552	+	55973912	NA	NA	NA	NA	NA								
chr12-921	chr12	55973381	55974552	+	55973912	NA	NA	NA	NA	NA								
chr12-923	chr12	55973381	55974552	+	55973912	NA	NA	NA	NA	NA								
chr12-918	chr12	55966058	55967315	+	55966837	NA	NA	NA	NA	NA								
chr12-920	chr12	55966058	55967315	+	55966837	NA	NA	NA	NA	NA								
chr12-917	chr12	55966058	55967315	+	55966780	NA	NA	NA	NA	NA								
chr12-919	chr12	55966058	55967315	+	55966780	NA	NA	NA	NA	NA								
chr7-607	chr7	55951627	55952385	+	55951876	NA	NA	NA	NA	NA								
chr7-606	chr7	55951627	55952385	+	55951792	NA	NA	NA	NA	NA								
chr4-510	chr4	55948439	55949524	+	55948870	NA	NA	NA	NA	NA								
chr4-509	chr4	55948439	55949524	+	55948870	NA	NA	NA	NA	NA								
chr5-445	chr5	55933510	55934658	+	55935094	NA	NA	NA	NA	NA								
chr5-446	chr5	55933510	55934658	+	55935094	NA	NA	NA	NA	NA								
chr12-916	chr12	55926681	55928171	+	55927318	NA	NA	NA	NA	NA								
chr12-913	chr12	55926681	55928171	+	55927318	NA	NA	NA	NA	NA								
chr12-914	chr12	55926681	55928171	+	55927318	NA	NA	NA	NA	NA								
chr12-915	chr12	55926681	55928171	+	55927318	NA	NA	NA	NA	NA								
chr12-912	chr12	55926681	55928171	+	55927318	NA	NA	NA	NA	NA								
chrX-453	chrX	55907988	55909252	+	55908122	NA	NA	NA	NA	NA								
chrX-456	chrX	55907988	55909252	+	55908122	NA	NA	NA	NA	NA								
chrX-454	chrX	55907988	55909252	+	55908122	NA	NA	NA	NA	NA								
chrX-457	chrX	55907988	55909252	+	55908122	NA	NA	NA	NA	NA								
chrX-455	chrX	55907988	55909252	+	55908122	NA	NA	NA	NA	NA								
chr8-624	chr8	55891014	55891643	+	55893594	NA	NA	NA	NA	NA								
chr8-625	chr8	55891014	55891643	+	55893594	NA	NA	NA	NA	NA								
chr7-605	chr7	55887014	55887773	+	55887455	NA	NA	NA	NA	NA								
chr7-603	chr7	55887014	55887773	+	55887455	NA	NA	NA	NA	NA								
chr7-602	chr7	55887014	55887773	+	55887276	NA	NA	NA	NA	NA								
chr7-604	chr7	55887014	55887773	+	55887276	NA	NA	NA	NA	NA								
chr8-622	chr8	55879516	55880894	+	55879834	NA	NA	NA	NA	NA								
chr8-623	chr8	55879516	55880894	+	55879834	NA	NA	NA	NA	NA								
chr8-621	chr8	55879516	55880894	+	55879834	NA	NA	NA	NA	NA								
chr4-508	chr4	55853224	55854118	+	55853647	NA	NA	NA	NA	NA								
chr12-910	chr12	55829427	55830483	+	55829607	NA	NA	NA	NA	NA								
chr12-911	chr12	55829427	55830483	+	55829607	NA	NA	NA	NA	NA								
chr12-909	chr12	55817607	55818379	+	55818040	NA	NA	NA	NA	NA								
chr12-908	chr12	55817607	55818379	+	55818040	NA	NA	NA	NA	NA								
chr18-524	chr18	55778691	55779161	+	55776726	NA	NA	NA	NA	NA								
chr8-620	chr8	55772586	55773891	+	55773445	NA	NA	NA	NA	NA								
chr8-619	chr8	55772586	55773891	+	55773445	NA	NA	NA	NA	NA								
chr14-573	chr14	55767344	55767656	+	55766176	NA	NA	NA	NA	NA								
chr16-996	chr16	55759804	55760768	+	55760515	NA	NA	NA	NA	NA								
chr17-1467	chr17	55750658	55751678	+	55751050	NA	NA	NA	NA	NA								
chr17-1466	chr17	55750658	55751678	+	55751050	NA	NA	NA	NA	NA								
chr14-572	chr14	55749311	55749890	+	55748207	NA	NA	NA	NA	NA								
chr10-591	chr10	55747021	55747624	+	55746550	NA	NA	NA	NA	NA								
chr10-590	chr10	55747021	55747624	+	55746550	NA	NA	NA	NA	NA								
chr10-589	chr10	55746055	55746317	+	55746550	NA	NA	NA	NA	NA								
chr12-906	chr12	55728770	55730423	+	55729093	NA	NA	NA	NA	NA								
chr12-907	chr12	55728770	55730423	+	55729093	NA	NA	NA	NA	NA								
chr12-902	chr12	55728347	55728655	+	55729093	NA	NA	NA	NA	NA								
chr12-903	chr12	55728770	55730423	+	55729093	NA	NA	NA	NA	NA								
chr12-904	chr12	55728770	55730423	+	55729093	NA	NA	NA	NA	NA								
chr12-905	chr12	55728770	55730423	+	55729093	NA	NA	NA	NA	NA								
chr12-901	chr12	55720905	55721413	+	55720366	NA	NA	NA	NA	NA								
chr12-900	chr12	55720177	55720565	+	55720366	NA	NA	NA	NA	NA								
chr17-1465	chr17	55718020	55718519	+	55719626	NA	NA	NA	NA	NA								
chr17-1464	chr17	55718020	55718519	+	55719626	NA	NA	NA	NA	NA								
chrX-451	chrX	55717396	55718469	+	55717748	NA	NA	NA	NA	NA								
chrX-450	chrX	55717396	55718469	+	55717748	NA	NA	NA	NA	NA								
chrX-452	chrX	55717396	55718469	+	55717748	NA	NA	NA	NA	NA								
chr12-899	chr12	55715750	55716761	+	55716037	NA	NA	NA	NA	NA								
chr12-897	chr12	55715750	55716761	+	55716037	NA	NA	NA	NA	NA								
chr12-893	chr12	55715750	55716761	+	55716037	NA	NA	NA	NA	NA								
chr12-895	chr12	55715750	55716761	+	55716037	NA	NA	NA	NA	NA								
chr12-896	chr12	55715750	55716761	+	55716035	NA	NA	NA	NA	NA								
chr12-892	chr12	55715750	55716761	+	55716035	NA	NA	NA	NA	NA								
chr12-894	chr12	55715750	55716761	+	55716035	NA	NA	NA	NA	NA								
chr12-898	chr12	55715750	55716761	+	55716035	NA	NA	NA	NA	NA								
chr12-891	chr12	55681074	55682206	+	55681735	NA	NA	NA	NA	NA								
chr12-890	chr12	55681074	55682206	+	55681735	NA	NA	NA	NA	NA								
chr19-2061	chr19	55674812	55675684	+	55675225	NA	NA	NA	NA	NA								
chr19-2060	chr19	55674812	55675684	+	55675225	NA	NA	NA	NA	NA								
chr10-588	chr10	55668220	55668641	+	55667340	NA	NA	NA	NA	NA								
chr10-587	chr10	55668220	55668641	+	55667340	NA	NA	NA	NA	NA								
chr19-2056	chr19	55653666	55655665	+	55654145	NA	NA	NA	NA	NA								
chr19-2059	chr19	55653666	55655665	+	55654145	NA	NA	NA	NA	NA								
chr19-2058	chr19	55653666	55655665	+	55654145	NA	NA	NA	NA	NA								
chr19-2055	chr19	55653666	55655665	+	55654145	NA	NA	NA	NA	NA								
chr19-2057	chr19	55653666	55655665	+	55654145	NA	NA	NA	NA	NA								
chr12-889	chr12	55645977	55646772	+	55646194	NA	NA	NA	NA	NA								
chr12-888	chr12	55645977	55646772	+	55646194	NA	NA	NA	NA	NA								
chr19-2049	chr19	55640527	55641417	+	55641061	NA	NA	NA	NA	NA								
chr19-2048	chr19	55640081	55640440	+	55641061	NA	NA	NA	NA	NA								
chr19-2050	chr19	55640527	55641417	+	55641061	NA	NA	NA	NA	NA								
chr19-2052	chr19	55642539	55643800	+	55641061	NA	NA	NA	NA	NA								
chr19-2053	chr19	55642539	55643800	+	55641061	NA	NA	NA	NA	NA								
chr19-2051	chr19	55640527	55641417	+	55641061	NA	NA	NA	NA	NA								
chr19-2054	chr19	55642539	55643800	+	55641061	NA	NA	NA	NA	NA								
chr19-2047	chr19	55634766	55635295	+	55635015	NA	NA	NA	NA	NA								
chr2-672	chr2	55616785	55618086	+	55617868	NA	NA	NA	NA	NA								
chr2-674	chr2	55616785	55618086	+	55617868	NA	NA	NA	NA	NA								
chr2-676	chr2	55618222	55619000	+	55617868	NA	NA	NA	NA	NA								
chr2-670	chr2	55615577	55615871	+	55617868	NA	NA	NA	NA	NA								
chr2-671	chr2	55616785	55618086	+	55617868	NA	NA	NA	NA	NA								
chr2-673	chr2	55616785	55618086	+	55617868	NA	NA	NA	NA	NA								
chr2-675	chr2	55618222	55619000	+	55617868	NA	NA	NA	NA	NA								
chr2-677	chr2	55618222	55619000	+	55617868	NA	NA	NA	NA	NA								
chr19-2046	chr19	55604955	55606531	+	55605646	NA	NA	NA	NA	NA								
chr19-2043	chr19	55604955	55606531	+	55605646	NA	NA	NA	NA	NA								
chr19-2045	chr19	55604955	55606531	+	55605646	NA	NA	NA	NA	NA								
chr19-2044	chr19	55604955	55606531	+	55605646	NA	NA	NA	NA	NA								
chr19-2039	chr19	55598865	55600599	+	55600021	NA	NA	NA	NA	NA								
chr19-2042	chr19	55598865	55600599	+	55600021	NA	NA	NA	NA	NA								
chr19-2040	chr19	55598865	55600599	+	55600021	NA	NA	NA	NA	NA								
chr19-2041	chr19	55598865	55600599	+	55600021	NA	NA	NA	NA	NA								
chr7-601	chr7	55593327	55594078	+	55593776	NA	NA	NA	NA	NA								
chr7-600	chr7	55593327	55594078	+	55593776	NA	NA	NA	NA	NA								
chr18-523	chr18	55589642	55590315	+	55589903	NA	NA	NA	NA	NA								
chr7-595	chr7	55571502	55573075	+	55573170	NA	NA	NA	NA	NA								
chr7-597	chr7	55571502	55573075	+	55573170	NA	NA	NA	NA	NA								
chr7-596	chr7	55571502	55573075	+	55573170	NA	NA	NA	NA	NA								
chr7-599	chr7	55571502	55573075	+	55573170	NA	NA	NA	NA	NA								
chr7-598	chr7	55571502	55573075	+	55573170	NA	NA	NA	NA	NA								
chr14-571	chr14	55557249	55557544	+	55559071	NA	NA	NA	NA	NA								
chr4-505	chr4	55545610	55547353	+	55547111	NA	NA	NA	NA	NA								
chr4-507	chr4	55545610	55547353	+	55547111	NA	NA	NA	NA	NA								
chr4-504	chr4	55545610	55547353	+	55547111	NA	NA	NA	NA	NA								
chr4-506	chr4	55545610	55547353	+	55547111	NA	NA	NA	NA	NA								
chr4-503	chr4	55545610	55547353	+	55547111	NA	NA	NA	NA	NA								
chr17-1463	chr17	55526436	55526714	+	55526963	NA	NA	NA	NA	NA								
chr2-667	chr2	55518972	55520211	+	55519603	NA	NA	NA	NA	NA								
chr2-668	chr2	55518972	55520211	+	55519603	NA	NA	NA	NA	NA								
chr2-669	chr2	55518972	55520211	+	55519603	NA	NA	NA	NA	NA								
chr16-994	chr16	55508219	55509542	+	55509071	NA	NA	NA	NA	NA								
chr16-995	chr16	55508219	55509542	+	55509071	NA	NA	NA	NA	NA								
chrX-445	chrX	55488354	55490016	+	55488882	NA	NA	NA	NA	NA								
chrX-447	chrX	55488354	55490016	+	55488882	NA	NA	NA	NA	NA								
chrX-446	chrX	55488354	55490016	+	55488882	NA	NA	NA	NA	NA								
chrX-444	chrX	55488354	55490016	+	55488882	NA	NA	NA	NA	NA								
chrX-448	chrX	55488354	55490016	+	55488882	NA	NA	NA	NA	NA								
chrX-449	chrX	55488354	55490016	+	55488882	NA	NA	NA	NA	NA								
chr3-787	chr3	55486866	55487382	+	55487698	NA	NA	NA	NA	NA								
chr18-522	chr18	55477377	55478105	+	55479220	NA	NA	NA	NA	NA								
chr18-521	chr18	55477377	55478105	+	55479220	NA	NA	NA	NA	NA								
chr19-2036	chr19	55476000	55477280	+	55476616	NA	NA	NA	NA	NA								
chr19-2038	chr19	55476000	55477280	+	55476616	NA	NA	NA	NA	NA								
chr19-2035	chr19	55476000	55477280	+	55476616	NA	NA	NA	NA	NA								
chr19-2037	chr19	55476000	55477280	+	55476616	NA	NA	NA	NA	NA								
chr19-2034	chr19	55467559	55468392	+	55467437	NA	NA	NA	NA	NA								
chr19-2032	chr19	55460997	55461372	+	55463000	NA	NA	NA	NA	NA								
chr19-2033	chr19	55461491	55462135	+	55463000	NA	NA	NA	NA	NA								
chrX-442	chrX	55451569	55452792	+	55452126	NA	NA	NA	NA	NA								
chrX-443	chrX	55451569	55452792	+	55452126	NA	NA	NA	NA	NA								
chrX-441	chrX	55451569	55452792	+	55452126	NA	NA	NA	NA	NA								
chr17-1462	chr17	55446612	55447227	+	55448432	NA	NA	NA	NA	NA								
chr14-570	chr14	55411352	55412350	+	55413555	NA	NA	NA	NA	NA								
chr14-569	chr14	55411352	55412350	+	55413555	NA	NA	NA	NA	NA								
chr15-448	chr15	55407597	55408766	+	55408494	NA	NA	NA	NA	NA								
chr15-447	chr15	55407597	55408766	+	55408494	NA	NA	NA	NA	NA								
chr15-449	chr15	55407597	55408766	+	55408494	NA	NA	NA	NA	NA								
chr4-502	chr4	55395438	55396644	+	55395956	NA	NA	NA	NA	NA								
chr4-500	chr4	55395438	55396644	+	55395956	NA	NA	NA	NA	NA								
chr4-501	chr4	55395438	55396644	+	55395956	NA	NA	NA	NA	NA								
chr17-1461	chr17	55394392	55395194	+	55392621	NA	NA	NA	NA	NA								
chr19-2028	chr19	55383773	55384553	+	55385931	NA	NA	NA	NA	NA								
chr19-2029	chr19	55385283	55386438	+	55385931	NA	NA	NA	NA	NA								
chr19-2027	chr19	55383773	55384553	+	55385931	NA	NA	NA	NA	NA								
chr19-2030	chr19	55385283	55386438	+	55385931	NA	NA	NA	NA	NA								
chr19-2031	chr19	55385283	55386438	+	55385931	NA	NA	NA	NA	NA								
chr1-1318	chr1	55375705	55375943	+	55376525	NA	NA	NA	NA	NA								
chr7-590	chr7	55365239	55366657	+	55365336	NA	NA	NA	NA	NA								
chr7-592	chr7	55365239	55366657	+	55365336	NA	NA	NA	NA	NA								
chr7-594	chr7	55365239	55366657	+	55365336	NA	NA	NA	NA	NA								
chr7-591	chr7	55365239	55366657	+	55365336	NA	NA	NA	NA	NA								
chr7-593	chr7	55365239	55366657	+	55365336	NA	NA	NA	NA	NA								
chr19-2026	chr19	55353774	55354391	+	55354907	NA	NA	NA	NA	NA								
chr19-2025	chr19	55353774	55354391	+	55354907	NA	NA	NA	NA	NA								
chr4-495	chr4	55345957	55347156	+	55346227	NA	NA	NA	NA	NA								
chr4-497	chr4	55345957	55347156	+	55346227	NA	NA	NA	NA	NA								
chr4-499	chr4	55345957	55347156	+	55346227	NA	NA	NA	NA	NA								
chr4-496	chr4	55345957	55347156	+	55346212	NA	NA	NA	NA	NA								
chr4-494	chr4	55345957	55347156	+	55346212	NA	NA	NA	NA	NA								
chr4-498	chr4	55345957	55347156	+	55346212	NA	NA	NA	NA	NA								
chr19-2024	chr19	55339094	55339981	+	55339852	NA	NA	NA	NA	NA								
chr19-2023	chr19	55339094	55339981	+	55339852	NA	NA	NA	NA	NA								
chr19-2022	chr19	55338736	55338957	+	55338944	NA	NA	NA	NA	NA								
chr1-1317	chr1	55329075	55329363	+	55329287	NA	NA	NA	NA	NA								
chr15-444	chr15	55318566	55319518	+	55318959	NA	NA	NA	NA	NA								
chr15-445	chr15	55318566	55319518	+	55318959	NA	NA	NA	NA	NA								
chr15-446	chr15	55318566	55319518	+	55318959	NA	NA	NA	NA	NA								
chr4-493	chr4	55312321	55312824	+	55313010	NA	NA	NA	NA	NA								
chr5-443	chr5	55307188	55308476	+	55307988	NA	NA	NA	NA	NA								
chr5-441	chr5	55307188	55308476	+	55307988	NA	NA	NA	NA	NA								
chr5-442	chr5	55307188	55308476	+	55307988	NA	NA	NA	NA	NA								
chr5-444	chr5	55307188	55308476	+	55307988	NA	NA	NA	NA	NA								
chr5-440	chr5	55307188	55308476	+	55307988	NA	NA	NA	NA	NA								
chr15-440	chr15	55289020	55290840	+	55288848	NA	NA	NA	NA	NA								
chr15-443	chr15	55289020	55290840	+	55288848	NA	NA	NA	NA	NA								
chr15-442	chr15	55289020	55290840	+	55288848	NA	NA	NA	NA	NA								
chr15-441	chr15	55289020	55290840	+	55288848	NA	NA	NA	NA	NA								
chr2-666	chr2	55281880	55282923	+	55282349	NA	NA	NA	NA	NA								
chr2-664	chr2	55281880	55282923	+	55282349	NA	NA	NA	NA	NA								
chr2-662	chr2	55281880	55282923	+	55282349	NA	NA	NA	NA	NA								
chr2-665	chr2	55281880	55282923	+	55282318	NA	NA	NA	NA	NA								
chr2-663	chr2	55281880	55282923	+	55282318	NA	NA	NA	NA	NA								
chr2-661	chr2	55281880	55282923	+	55282318	NA	NA	NA	NA	NA								
chr19-2021	chr19	55279795	55280714	+	55282071	NA	NA	NA	NA	NA								
chr19-2020	chr19	55279795	55280714	+	55282071	NA	NA	NA	NA	NA								
chr17-1460	chr17	55273281	55274095	+	55271503	NA	NA	NA	NA	NA								
chr17-1459	chr17	55273281	55274095	+	55271503	NA	NA	NA	NA	NA								
chr14-566	chr14	55270961	55272268	+	55271343	NA	NA	NA	NA	NA								
chr14-567	chr14	55270961	55272268	+	55271343	NA	NA	NA	NA	NA								
chr14-568	chr14	55270961	55272268	+	55271343	NA	NA	NA	NA	NA								
chr17-1458	chr17	55264574	55265244	+	55264959	NA	NA	NA	NA	NA								
chr16-993	chr16	55258030	55258301	+	55259968	NA	NA	NA	NA	NA								
chr5-436	chr5	55232634	55234339	+	55233933	NA	NA	NA	NA	NA								
chr5-438	chr5	55232634	55234339	+	55233933	NA	NA	NA	NA	NA								
chr5-439	chr5	55232634	55234339	+	55233933	NA	NA	NA	NA	NA								
chr5-435	chr5	55232634	55234339	+	55233933	NA	NA	NA	NA	NA								
chr5-437	chr5	55232634	55234339	+	55233933	NA	NA	NA	NA	NA								
chr2-659	chr2	55231877	55232960	+	55231902	NA	NA	NA	NA	NA								
chr2-660	chr2	55231877	55232960	+	55231902	NA	NA	NA	NA	NA								
chr19-2018	chr19	55228154	55229001	+	55229778	NA	NA	NA	NA	NA								
chr19-2019	chr19	55228154	55229001	+	55229778	NA	NA	NA	NA	NA								
chr2-657	chr2	55223314	55224364	+	55224279	NA	NA	NA	NA	NA								
chr2-655	chr2	55223314	55224364	+	55224279	NA	NA	NA	NA	NA								
chr2-658	chr2	55223314	55224364	+	55224279	NA	NA	NA	NA	NA								
chr2-656	chr2	55223314	55224364	+	55224279	NA	NA	NA	NA	NA								
chr1-1311	chr1	55214315	55215916	+	55217644	NA	NA	NA	NA	NA								
chr1-1312	chr1	55214315	55215916	+	55217644	NA	NA	NA	NA	NA								
chr1-1315	chr1	55214315	55215916	+	55217644	NA	NA	NA	NA	NA								
chr1-1314	chr1	55214315	55215916	+	55217644	NA	NA	NA	NA	NA								
chr1-1313	chr1	55214315	55215916	+	55217644	NA	NA	NA	NA	NA								
chr1-1316	chr1	55214315	55215916	+	55217644	NA	NA	NA	NA	NA								
chr19-2016	chr19	55216415	55217257	+	55216659	NA	NA	NA	NA	NA								
chr19-2017	chr19	55216415	55217257	+	55216659	NA	NA	NA	NA	NA								
chr4-492	chr4	55214108	55214707	+	55215623	NA	NA	NA	NA	NA								
chr19-2014	chr19	55178949	55179619	+	55181246	NA	NA	NA	NA	NA								
chr19-2015	chr19	55178949	55179619	+	55181246	NA	NA	NA	NA	NA								
chr7-587	chr7	55178417	55179167	+	55179749	NA	NA	NA	NA	NA								
chr7-589	chr7	55180981	55181605	+	55179749	NA	NA	NA	NA	NA								
chr7-588	chr7	55180981	55181605	+	55179749	NA	NA	NA	NA	NA								
chr7-586	chr7	55178417	55179167	+	55179749	NA	NA	NA	NA	NA								
chr5-432	chr5	55172100	55172401	+	55172261	NA	NA	NA	NA	NA								
chr5-434	chr5	55172939	55173729	+	55172261	NA	NA	NA	NA	NA								
chr5-433	chr5	55172939	55173729	+	55172261	NA	NA	NA	NA	NA								
chr19-2011	chr19	55166013	55167271	+	55167170	NA	NA	NA	NA	NA								
chr19-2010	chr19	55166013	55167271	+	55167170	NA	NA	NA	NA	NA								
chr19-2012	chr19	55166013	55167271	+	55167170	NA	NA	NA	NA	NA								
chr19-2013	chr19	55166013	55167271	+	55167170	NA	NA	NA	NA	NA								
chr5-430	chr5	55159681	55160270	+	55160166	NA	NA	NA	NA	NA								
chr5-431	chr5	55159681	55160270	+	55160166	NA	NA	NA	NA	NA								
chr19-2009	chr19	55160576	55161079	+	55158938	NA	NA	NA	NA	NA								
chrX-439	chrX	55142336	55142927	+	55143101	NA	NA	NA	NA	NA								
chrX-440	chrX	55142336	55142927	+	55143101	NA	NA	NA	NA	NA								
chr19-2008	chr19	55118465	55118745	+	55119249	NA	NA	NA	NA	NA								
chr19-2006	chr19	55116821	55118353	+	55116419	NA	NA	NA	NA	NA								
chr19-2005	chr19	55116821	55118353	+	55116419	NA	NA	NA	NA	NA								
chr19-2004	chr19	55116821	55118353	+	55116419	NA	NA	NA	NA	NA								
chr19-2007	chr19	55116821	55118353	+	55116419	NA	NA	NA	NA	NA								
chr5-429	chr5	55101568	55101907	+	55102645	NA	NA	NA	NA	NA								
chr8-616	chr8	55101837	55103285	+	55102027	NA	NA	NA	NA	NA								
chr8-618	chr8	55101837	55103285	+	55102027	NA	NA	NA	NA	NA								
chr8-615	chr8	55101837	55103285	+	55102027	NA	NA	NA	NA	NA								
chr8-617	chr8	55101837	55103285	+	55102027	NA	NA	NA	NA	NA								
chr4-490	chr4	55078981	55080234	+	55078480	NA	NA	NA	NA	NA								
chr4-489	chr4	55078981	55080234	+	55078480	NA	NA	NA	NA	NA								
chr4-491	chr4	55078981	55080234	+	55078480	NA	NA	NA	NA	NA								
chr14-565	chr14	55051228	55052305	+	55051646	NA	NA	NA	NA	NA								
chr14-564	chr14	55051228	55052305	+	55051646	NA	NA	NA	NA	NA								
chr1-1310	chr1	55039125	55040298	+	55039446	NA	NA	NA	NA	NA								
chr1-1309	chr1	55039125	55040298	+	55039446	NA	NA	NA	NA	NA								
chr14-562	chr14	55026787	55027726	+	55027229	NA	NA	NA	NA	NA								
chr14-563	chr14	55026787	55027726	+	55027229	NA	NA	NA	NA	NA								
chr12-887	chr12	55019818	55020118	+	55019973	NA	NA	NA	NA	NA								
