PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr17-1332	chr17	75405019	75406514	+	75406068	NA	NA	NA	NA	NA								
chr17-1329	chr17	75405019	75406514	+	75406068	NA	NA	NA	NA	NA								
chr17-1328	chr17	75405019	75406514	+	75406068	NA	NA	NA	NA	NA								
chr10-435	chr10	75399561	75400316	+	75401518	NA	NA	NA	NA	NA								
chr10-437	chr10	75399561	75400316	+	75401518	NA	NA	NA	NA	NA								
chr10-436	chr10	75399561	75400316	+	75401518	NA	NA	NA	NA	NA								
chr10-434	chr10	75399561	75400316	+	75401518	NA	NA	NA	NA	NA								
chr10-438	chr10	75401620	75401857	+	75401518	NA	NA	NA	NA	NA								
chr11-1097	chr11	75399371	75400086	+	75399514	NA	NA	NA	NA	NA								
chr11-1098	chr11	75399371	75400086	+	75399514	NA	NA	NA	NA	NA								
chr17-1326	chr17	75391991	75392410	+	75394122	NA	NA	NA	NA	NA								
chr15-484	chr15	75367733	75369343	+	75368056	NA	NA	NA	NA	NA								
chr15-486	chr15	75367733	75369343	+	75368056	NA	NA	NA	NA	NA								
chr15-485	chr15	75367733	75369343	+	75368056	NA	NA	NA	NA	NA								
chr15-483	chr15	75346914	75348357	+	75346954	NA	NA	NA	NA	NA								
chr15-482	chr15	75346914	75348357	+	75346954	NA	NA	NA	NA	NA								
chr15-481	chr15	75346914	75348357	+	75346954	NA	NA	NA	NA	NA								
chr5-374	chr5	75336250	75337023	+	75336328	NA	NA	NA	NA	NA								
chr5-376	chr5	75337152	75338085	+	75336328	NA	NA	NA	NA	NA								
chr5-373	chr5	75336250	75337023	+	75336328	NA	NA	NA	NA	NA								
chr5-375	chr5	75337152	75338085	+	75336328	NA	NA	NA	NA	NA								
chr12-855	chr12	75334338	75334576	+	75334669	NA	NA	NA	NA	NA								
chr12-854	chr12	75334338	75334576	+	75334669	NA	NA	NA	NA	NA								
chr14-675	chr14	75295765	75296353	+	75294403	NA	NA	NA	NA	NA								
chr14-673	chr14	75295765	75296353	+	75294403	NA	NA	NA	NA	NA								
chr14-674	chr14	75295765	75296353	+	75294403	NA	NA	NA	NA	NA								
chr6-611	chr6	75284536	75285155	+	75284991	NA	NA	NA	NA	NA								
chr6-610	chr6	75283796	75284047	+	75284991	NA	NA	NA	NA	NA								
chr6-612	chr6	75284536	75285155	+	75284991	NA	NA	NA	NA	NA								
chr14-667	chr14	75278016	75278566	+	75278825	NA	NA	NA	NA	NA								
chr14-671	chr14	75278699	75279830	+	75278825	NA	NA	NA	NA	NA								
chr14-665	chr14	75276995	75277622	+	75278825	NA	NA	NA	NA	NA								
chr14-666	chr14	75278016	75278566	+	75278825	NA	NA	NA	NA	NA								
chr14-672	chr14	75278699	75279830	+	75278825	NA	NA	NA	NA	NA								
chr14-669	chr14	75278699	75279830	+	75278825	NA	NA	NA	NA	NA								
chr14-670	chr14	75278699	75279830	+	75278825	NA	NA	NA	NA	NA								
chr14-668	chr14	75278699	75279830	+	75278825	NA	NA	NA	NA	NA								
chr14-664	chr14	75276995	75277622	+	75278825	NA	NA	NA	NA	NA								
chr17-1323	chr17	75270198	75272116	+	75271368	NA	NA	NA	NA	NA								
chr17-1325	chr17	75270198	75272116	+	75271368	NA	NA	NA	NA	NA								
chr17-1324	chr17	75270198	75272116	+	75271368	NA	NA	NA	NA	NA								
chr17-1321	chr17	75261032	75262463	+	75261673	NA	NA	NA	NA	NA								
chr17-1322	chr17	75261032	75262463	+	75261673	NA	NA	NA	NA	NA								
chr17-1319	chr17	75261032	75262463	+	75261673	NA	NA	NA	NA	NA								
chr17-1320	chr17	75261032	75262463	+	75261673	NA	NA	NA	NA	NA								
chr14-661	chr14	75258667	75259781	+	75259410	NA	NA	NA	NA	NA								
chr14-662	chr14	75258667	75259781	+	75259410	NA	NA	NA	NA	NA								
chr14-660	chr14	75258667	75259781	+	75259410	NA	NA	NA	NA	NA								
chr14-663	chr14	75258667	75259781	+	75259410	NA	NA	NA	NA	NA								
chr16-912	chr16	75245481	75245866	+	75245993	NA	NA	NA	NA	NA								
chr16-913	chr16	75245481	75245866	+	75245993	NA	NA	NA	NA	NA								
chr11-1096	chr11	75241325	75242079	+	75240773	NA	NA	NA	NA	NA								
chr11-1095	chr11	75240410	75240860	+	75240773	NA	NA	NA	NA	NA								
chr10-431	chr10	75234642	75236382	+	75233640	NA	NA	NA	NA	NA								
chr10-429	chr10	75234642	75236382	+	75233640	NA	NA	NA	NA	NA								
chr10-430	chr10	75234642	75236382	+	75233640	NA	NA	NA	NA	NA								
chr10-432	chr10	75234642	75236382	+	75233640	NA	NA	NA	NA	NA								
chr10-433	chr10	75234642	75236382	+	75233640	NA	NA	NA	NA	NA								
chr18-384	chr18	75208838	75209870	+	75210754	NA	NA	NA	NA	NA								
chr18-383	chr18	75208838	75209870	+	75210754	NA	NA	NA	NA	NA								
chr18-385	chr18	75210683	75210919	+	75210754	NA	NA	NA	NA	NA								
chr18-386	chr18	75211895	75212373	+	75210754	NA	NA	NA	NA	NA								
chr10-428	chr10	75211468	75211617	+	75210153	NA	NA	NA	NA	NA								
chr11-1093	chr11	75204646	75205278	+	75206047	NA	NA	NA	NA	NA								
chr11-1094	chr11	75204646	75205278	+	75206047	NA	NA	NA	NA	NA								
chr17-1316	chr17	75205263	75206078	+	75205658	NA	NA	NA	NA	NA								
chr17-1318	chr17	75205263	75206078	+	75205658	NA	NA	NA	NA	NA								
chr17-1317	chr17	75205263	75206078	+	75205658	NA	NA	NA	NA	NA								
chr1-1177	chr1	75203603	75204057	+	75202128	NA	NA	NA	NA	NA								
chr15-480	chr15	75195337	75195854	+	75195642	NA	NA	NA	NA	NA								
chr15-479	chr15	75194421	75194698	+	75195642	NA	NA	NA	NA	NA								
chr14-657	chr14	75176015	75176703	+	75176219	NA	NA	NA	NA	NA								
chr14-659	chr14	75176846	75177154	+	75176219	NA	NA	NA	NA	NA								
chr14-658	chr14	75176015	75176703	+	75176219	NA	NA	NA	NA	NA								
chrX-268	chrX	75155620	75156442	+	75156387	NA	NA	NA	NA	NA								
chrX-267	chrX	75155620	75156442	+	75156387	NA	NA	NA	NA	NA								
chr16-910	chr16	75148133	75149183	+	75148493	NA	NA	NA	NA	NA								
chr16-911	chr16	75148133	75149183	+	75148493	NA	NA	NA	NA	NA								
chr13-293	chr13	75138005	75138268	+	75136153	NA	NA	NA	NA	NA								
chr17-1314	chr17	75131052	75131800	+	75130882	NA	NA	NA	NA	NA								
chr17-1315	chr17	75131052	75131800	+	75130882	NA	NA	NA	NA	NA								
chr17-1313	chr17	75131052	75131800	+	75130882	NA	NA	NA	NA	NA								
chr14-655	chr14	75126547	75127455	+	75127152	NA	NA	NA	NA	NA								
chr14-656	chr14	75126547	75127455	+	75127152	NA	NA	NA	NA	NA								
chr14-654	chr14	75117480	75117646	+	75116425	NA	NA	NA	NA	NA								
chr16-909	chr16	75111198	75111515	+	75111859	NA	NA	NA	NA	NA								
chr16-908	chr16	75108786	75109931	+	75108600	NA	NA	NA	NA	NA								
chr16-907	chr16	75108786	75109931	+	75108600	NA	NA	NA	NA	NA								
chr10-426	chr10	75099805	75100505	+	75099585	NA	NA	NA	NA	NA								
chr10-427	chr10	75099805	75100505	+	75099585	NA	NA	NA	NA	NA								
chr10-425	chr10	75099805	75100505	+	75099585	NA	NA	NA	NA	NA								
chr9-342	chr9	75089159	75089414	+	75088513	NA	NA	NA	NA	NA								
chr9-341	chr9	75086688	75087293	+	75088513	NA	NA	NA	NA	NA								
chr6-607	chr6	75084995	75085424	+	75084325	NA	NA	NA	NA	NA								
chr6-606	chr6	75084995	75085424	+	75084325	NA	NA	NA	NA	NA								
chr6-609	chr6	75085497	75086126	+	75084325	NA	NA	NA	NA	NA								
chr6-608	chr6	75085497	75086126	+	75084325	NA	NA	NA	NA	NA								
chr14-651	chr14	75062998	75064828	+	75064108	NA	NA	NA	NA	NA								
chr14-650	chr14	75062998	75064828	+	75064108	NA	NA	NA	NA	NA								
chr14-652	chr14	75062998	75064828	+	75064108	NA	NA	NA	NA	NA								
chr14-653	chr14	75062998	75064828	+	75064108	NA	NA	NA	NA	NA								
chr14-648	chr14	75050786	75051629	+	75053236	NA	NA	NA	NA	NA								
chr14-649	chr14	75050786	75051629	+	75053236	NA	NA	NA	NA	NA								
chr17-1312	chr17	75012472	75013039	+	75012669	NA	NA	NA	NA	NA								
chr5-372	chr5	75007401	75007808	+	75006712	NA	NA	NA	NA	NA								
chr14-646	chr14	75001977	75003657	+	75002920	NA	NA	NA	NA	NA								
chr14-645	chr14	75001977	75003657	+	75002920	NA	NA	NA	NA	NA								
chr14-647	chr14	75001977	75003657	+	75002920	NA	NA	NA	NA	NA								
chr16-903	chr16	74998828	74999449	+	74999023	NA	NA	NA	NA	NA								
chr16-904	chr16	74998833	74999427	+	74999023	NA	NA	NA	NA	NA								
chr16-902	chr16	74998828	74999449	+	74999023	NA	NA	NA	NA	NA								
chr16-906	chr16	74999750	75000321	+	74999023	NA	NA	NA	NA	NA								
chr16-905	chr16	74999750	75000321	+	74999023	NA	NA	NA	NA	NA								
chr4-343	chr4	74995521	74995836	+	74993876	NA	NA	NA	NA	NA								
chr17-1311	chr17	74987403	74988259	+	74987631	NA	NA	NA	NA	NA								
chr17-1310	chr17	74987403	74988259	+	74987631	NA	NA	NA	NA	NA								
chr2-634	chr2	74958048	74959142	+	74958642	NA	NA	NA	NA	NA								
chr15-477	chr15	74956171	74957357	+	74957218	NA	NA	NA	NA	NA								
chr15-475	chr15	74956171	74957357	+	74957218	NA	NA	NA	NA	NA								
chr15-476	chr15	74956171	74957357	+	74957218	NA	NA	NA	NA	NA								
chr15-478	chr15	74956171	74957357	+	74957218	NA	NA	NA	NA	NA								
chr15-474	chr15	74956171	74957357	+	74957218	NA	NA	NA	NA	NA								
chr9-340	chr9	74952179	74953009	+	74952967	NA	NA	NA	NA	NA								
chr11-1092	chr11	74948787	74949566	+	74949260	NA	NA	NA	NA	NA								
chr11-1091	chr11	74948787	74949566	+	74949260	NA	NA	NA	NA	NA								
chr4-342	chr4	74932803	74933579	+	74933094	NA	NA	NA	NA	NA								
chr4-341	chr4	74932803	74933579	+	74933094	NA	NA	NA	NA	NA								
chr11-1090	chr11	74929679	74930332	+	74931723	NA	NA	NA	NA	NA								
chr17-1309	chr17	74923400	74923993	+	74922949	NA	NA	NA	NA	NA								
chr17-1308	chr17	74923400	74923993	+	74922949	NA	NA	NA	NA	NA								
chr17-1307	chr17	74915037	74915509	+	74916082	NA	NA	NA	NA	NA								
chr15-472	chr15	74901475	74901822	+	74899991	NA	NA	NA	NA	NA								
chr15-473	chr15	74901475	74901822	+	74899991	NA	NA	NA	NA	NA								
chr15-471	chr15	74889910	74890548	+	74890004	NA	NA	NA	NA	NA								
chr15-470	chr15	74889910	74890548	+	74890004	NA	NA	NA	NA	NA								
chr14-644	chr14	74881502	74882477	+	74881890	NA	NA	NA	NA	NA								
chr14-643	chr14	74881502	74882477	+	74881890	NA	NA	NA	NA	NA								
chr14-642	chr14	74881502	74882477	+	74881890	NA	NA	NA	NA	NA								
chr5-370	chr5	74865300	74866262	+	74865892	NA	NA	NA	NA	NA								
chr5-371	chr5	74865300	74866262	+	74865892	NA	NA	NA	NA	NA								
chr17-1305	chr17	74860587	74861335	+	74862496	NA	NA	NA	NA	NA								
chr17-1306	chr17	74860587	74861335	+	74862496	NA	NA	NA	NA	NA								
chr15-469	chr15	74842687	74843518	+	74843729	NA	NA	NA	NA	NA								
chr15-468	chr15	74842687	74843518	+	74843729	NA	NA	NA	NA	NA								
chr17-1304	chr17	74842602	74843498	+	74842022	NA	NA	NA	NA	NA								
chr10-423	chr10	74825168	74827189	+	74824926	NA	NA	NA	NA	NA								
chr10-424	chr10	74825168	74827189	+	74824926	NA	NA	NA	NA	NA								
chr10-417	chr10	74825168	74827189	+	74824926	NA	NA	NA	NA	NA								
chr10-422	chr10	74825168	74827189	+	74824926	NA	NA	NA	NA	NA								
chr10-420	chr10	74825168	74827189	+	74824926	NA	NA	NA	NA	NA								
chr10-419	chr10	74825168	74827189	+	74824926	NA	NA	NA	NA	NA								
chr10-421	chr10	74825168	74827189	+	74824926	NA	NA	NA	NA	NA								
chr10-418	chr10	74825168	74827189	+	74824926	NA	NA	NA	NA	NA								
chr15-467	chr15	74789173	74789908	+	74788671	NA	NA	NA	NA	NA								
chr15-466	chr15	74787502	74788023	+	74788671	NA	NA	NA	NA	NA								
chr15-465	chr15	74781855	74782593	+	74782079	NA	NA	NA	NA	NA								
chr15-463	chr15	74781855	74782593	+	74782079	NA	NA	NA	NA	NA								
chr15-464	chr15	74781855	74782593	+	74782079	NA	NA	NA	NA	NA								
chr17-1302	chr17	74775563	74776749	+	74776498	NA	NA	NA	NA	NA								
chr17-1301	chr17	74775563	74776749	+	74776498	NA	NA	NA	NA	NA								
chr17-1303	chr17	74775563	74776749	+	74776498	NA	NA	NA	NA	NA								
chr17-1298	chr17	74770358	74771255	+	74770528	NA	NA	NA	NA	NA								
chr17-1299	chr17	74770358	74771255	+	74770528	NA	NA	NA	NA	NA								
chr17-1300	chr17	74770358	74771255	+	74770528	NA	NA	NA	NA	NA								
chr17-1297	chr17	74770358	74771255	+	74770528	NA	NA	NA	NA	NA								
chr5-368	chr5	74766599	74767738	+	74766990	NA	NA	NA	NA	NA								
chr5-369	chr5	74766599	74767738	+	74766990	NA	NA	NA	NA	NA								
chr14-640	chr14	74763029	74763831	+	74763315	NA	NA	NA	NA	NA								
chr14-639	chr14	74763029	74763831	+	74763315	NA	NA	NA	NA	NA								
chr14-641	chr14	74763029	74763831	+	74763315	NA	NA	NA	NA	NA								
chr11-1089	chr11	74748653	74749006	+	74748848	NA	NA	NA	NA	NA								
chr15-462	chr15	74748620	74749043	+	74748844	NA	NA	NA	NA	NA								
chr17-1295	chr17	74748554	74748871	+	74748627	NA	NA	NA	NA	NA								
chr17-1296	chr17	74750274	74750700	+	74748627	NA	NA	NA	NA	NA								
chr17-1294	chr17	74748554	74748871	+	74748612	NA	NA	NA	NA	NA								
chr17-1293	chr17	74745670	74745918	+	74747318	NA	NA	NA	NA	NA								
chr11-1088	chr11	74739696	74740158	+	74738477	NA	NA	NA	NA	NA								
chr14-636	chr14	74711748	74713469	+	74713143	NA	NA	NA	NA	NA								
chr14-630	chr14	74711748	74713469	+	74713143	NA	NA	NA	NA	NA								
chr14-632	chr14	74711748	74713469	+	74713143	NA	NA	NA	NA	NA								
chr14-634	chr14	74711748	74713469	+	74713143	NA	NA	NA	NA	NA								
chr14-638	chr14	74711748	74713469	+	74713143	NA	NA	NA	NA	NA								
chr14-635	chr14	74711748	74713469	+	74711935	NA	NA	NA	NA	NA								
chr14-631	chr14	74711748	74713469	+	74711935	NA	NA	NA	NA	NA								
chr14-637	chr14	74711748	74713469	+	74711935	NA	NA	NA	NA	NA								
chr14-629	chr14	74711748	74713469	+	74711935	NA	NA	NA	NA	NA								
chr14-633	chr14	74711748	74713469	+	74711935	NA	NA	NA	NA	NA								
chr11-1087	chr11	74683303	74684114	+	74685223	NA	NA	NA	NA	NA								
chr11-1086	chr11	74683303	74684114	+	74685223	NA	NA	NA	NA	NA								
chr5-364	chr5	74641105	74641547	+	74640022	NA	NA	NA	NA	NA								
chr5-362	chr5	74639843	74641036	+	74640022	NA	NA	NA	NA	NA								
chr5-365	chr5	74641105	74641547	+	74640022	NA	NA	NA	NA	NA								
chr5-361	chr5	74639843	74641036	+	74640022	NA	NA	NA	NA	NA								
chr5-363	chr5	74639843	74641036	+	74640022	NA	NA	NA	NA	NA								
chr5-366	chr5	74641836	74642282	+	74640022	NA	NA	NA	NA	NA								
chr5-367	chr5	74641836	74642282	+	74640022	NA	NA	NA	NA	NA								
chr5-360	chr5	74626562	74627238	+	74627405	NA	NA	NA	NA	NA								
chr15-455	chr15	74614845	74616589	+	74613193	NA	NA	NA	NA	NA								
chr15-461	chr15	74614845	74616589	+	74613193	NA	NA	NA	NA	NA								
chr15-457	chr15	74614845	74616589	+	74613193	NA	NA	NA	NA	NA								
chr15-456	chr15	74614845	74616589	+	74613193	NA	NA	NA	NA	NA								
chr15-460	chr15	74614845	74616589	+	74613193	NA	NA	NA	NA	NA								
chr15-459	chr15	74614845	74616589	+	74613193	NA	NA	NA	NA	NA								
chr15-458	chr15	74614845	74616589	+	74613193	NA	NA	NA	NA	NA								
chr7-337	chr7	74606541	74606869	+	74606912	NA	NA	NA	NA	NA								
chr18-380	chr18	74598034	74598953	+	74597869	NA	NA	NA	NA	NA								
chr18-382	chr18	74598034	74598953	+	74597869	NA	NA	NA	NA	NA								
chr18-381	chr18	74598034	74598953	+	74597869	NA	NA	NA	NA	NA								
chr18-379	chr18	74597217	74597675	+	74597869	NA	NA	NA	NA	NA								
chr18-377	chr18	74589204	74589730	+	74590316	NA	NA	NA	NA	NA								
chr18-378	chr18	74589204	74589730	+	74590316	NA	NA	NA	NA	NA								
chr15-454	chr15	74540932	74541577	+	74541205	NA	NA	NA	NA	NA								
chr15-453	chr15	74540932	74541577	+	74541205	NA	NA	NA	NA	NA								
chr2-632	chr2	74529027	74530111	+	74529595	NA	NA	NA	NA	NA								
chr2-633	chr2	74529027	74530111	+	74529595	NA	NA	NA	NA	NA								
chr2-631	chr2	74529027	74530111	+	74529595	NA	NA	NA	NA	NA								
chr2-630	chr2	74525825	74526409	+	74526644	NA	NA	NA	NA	NA								
chr2-629	chr2	74515342	74516396	+	74518130	NA	NA	NA	NA	NA								
chr2-627	chr2	74515342	74516396	+	74518130	NA	NA	NA	NA	NA								
chr2-626	chr2	74515342	74516396	+	74518130	NA	NA	NA	NA	NA								
chr2-628	chr2	74515342	74516396	+	74518130	NA	NA	NA	NA	NA								
chr2-625	chr2	74506897	74507529	+	74505042	NA	NA	NA	NA	NA								
chr2-624	chr2	74506897	74507529	+	74505042	NA	NA	NA	NA	NA								
chr2-623	chr2	74502780	74503408	+	74502551	NA	NA	NA	NA	NA								
chr9-338	chr9	74496659	74497591	+	74497334	NA	NA	NA	NA	NA								
chr9-339	chr9	74496659	74497591	+	74497334	NA	NA	NA	NA	NA								
chr18-376	chr18	74493677	74494049	+	74495815	NA	NA	NA	NA	NA								
chr14-628	chr14	74492942	74494263	+	74493755	NA	NA	NA	NA	NA								
chr14-627	chr14	74492942	74494263	+	74493755	NA	NA	NA	NA	NA								
chr2-620	chr2	74481885	74482866	+	74483072	NA	NA	NA	NA	NA								
chr2-621	chr2	74481885	74482866	+	74483072	NA	NA	NA	NA	NA								
chr2-618	chr2	74480838	74481323	+	74483072	NA	NA	NA	NA	NA								
chr2-622	chr2	74481885	74482866	+	74483072	NA	NA	NA	NA	NA								
chr2-619	chr2	74480838	74481323	+	74483072	NA	NA	NA	NA	NA								
chr14-626	chr14	74479046	74479338	+	74480132	NA	NA	NA	NA	NA								
chr2-617	chr2	74472067	74473705	+	74471985	NA	NA	NA	NA	NA								
chr2-616	chr2	74472067	74473705	+	74471985	NA	NA	NA	NA	NA								
chr15-451	chr15	74460970	74461761	+	74461247	NA	NA	NA	NA	NA								
chr15-452	chr15	74460970	74461761	+	74461247	NA	NA	NA	NA	NA								
chr2-613	chr2	74454550	74455479	+	74455087	NA	NA	NA	NA	NA								
chr2-615	chr2	74454550	74455479	+	74455087	NA	NA	NA	NA	NA								
chr2-612	chr2	74454550	74455479	+	74455086	NA	NA	NA	NA	NA								
chr2-614	chr2	74454550	74455479	+	74455086	NA	NA	NA	NA	NA								
chr7-332	chr7	74453642	74454619	+	74453789	NA	NA	NA	NA	NA								
chr7-334	chr7	74453642	74454619	+	74453789	NA	NA	NA	NA	NA								
chr7-336	chr7	74454877	74455818	+	74453789	NA	NA	NA	NA	NA								
chr7-335	chr7	74454877	74455818	+	74453789	NA	NA	NA	NA	NA								
chr7-333	chr7	74453642	74454619	+	74453789	NA	NA	NA	NA	NA								
chr15-449	chr15	74445447	74445977	+	74445976	NA	NA	NA	NA	NA								
chr15-450	chr15	74445447	74445977	+	74445976	NA	NA	NA	NA	NA								
chr4-340	chr4	74444809	74445638	+	74445135	NA	NA	NA	NA	NA								
chr15-448	chr15	74429223	74429397	+	74429444	NA	NA	NA	NA	NA								
chr2-611	chr2	74421266	74421837	+	74421677	NA	NA	NA	NA	NA								
chr2-610	chr2	74421266	74421837	+	74421677	NA	NA	NA	NA	NA								
chrX-264	chrX	74422013	74422882	+	74421492	NA	NA	NA	NA	NA								
chrX-262	chrX	74421257	74421898	+	74421492	NA	NA	NA	NA	NA								
chrX-261	chrX	74420541	74420927	+	74421492	NA	NA	NA	NA	NA								
chrX-265	chrX	74422013	74422882	+	74421492	NA	NA	NA	NA	NA								
chrX-263	chrX	74421257	74421898	+	74421492	NA	NA	NA	NA	NA								
chrX-266	chrX	74422013	74422882	+	74421492	NA	NA	NA	NA	NA								
chr2-608	chr2	74413890	74415318	+	74414175	NA	NA	NA	NA	NA								
chr2-606	chr2	74413890	74415318	+	74414175	NA	NA	NA	NA	NA								
chr2-607	chr2	74413890	74415318	+	74414175	NA	NA	NA	NA	NA								
chr2-605	chr2	74413890	74415318	+	74414175	NA	NA	NA	NA	NA								
chr2-609	chr2	74413890	74415318	+	74414175	NA	NA	NA	NA	NA								
chrX-260	chrX	74411012	74411458	+	74409517	NA	NA	NA	NA	NA								
chr11-1085	chr11	74398092	74399157	+	74398824	NA	NA	NA	NA	NA								
chr11-1084	chr11	74398092	74399157	+	74398824	NA	NA	NA	NA	NA								
chr2-604	chr2	74391344	74392158	+	74393835	NA	NA	NA	NA	NA								
chr2-603	chr2	74391344	74392158	+	74393835	NA	NA	NA	NA	NA								
chr17-1292	chr17	74353969	74354527	+	74356415	NA	NA	NA	NA	NA								
chr17-1290	chr17	74325670	74326538	+	74326209	NA	NA	NA	NA	NA								
chr17-1291	chr17	74325670	74326538	+	74326209	NA	NA	NA	NA	NA								
chr8-475	chr8	74320400	74321882	+	74320612	NA	NA	NA	NA	NA								
chr8-474	chr8	74320400	74321882	+	74320612	NA	NA	NA	NA	NA								
chrX-259	chrX	74304213	74304625	+	74304179	NA	NA	NA	NA	NA								
chr14-625	chr14	74302486	74303250	+	74303068	NA	NA	NA	NA	NA								
chr5-359	chr5	74293232	74293567	+	74294412	NA	NA	NA	NA	NA								
chr18-375	chr18	74291299	74292074	+	74293216	NA	NA	NA	NA	NA								
chr18-374	chr18	74291299	74292074	+	74293216	NA	NA	NA	NA	NA								
chr13-291	chr13	74288410	74288840	+	74289099	NA	NA	NA	NA	NA								
chr13-292	chr13	74288410	74288840	+	74289099	NA	NA	NA	NA	NA								
chr13-289	chr13	74286640	74287353	+	74288069	NA	NA	NA	NA	NA								
chr13-288	chr13	74286640	74287353	+	74288069	NA	NA	NA	NA	NA								
chr13-290	chr13	74287652	74288164	+	74288069	NA	NA	NA	NA	NA								
chr17-1289	chr17	74274059	74274596	+	74274233	NA	NA	NA	NA	NA								
chr17-1288	chr17	74274059	74274596	+	74274233	NA	NA	NA	NA	NA								
chr13-287	chr13	74229019	74229493	+	74231400	NA	NA	NA	NA	NA								
chr13-286	chr13	74229019	74229493	+	74231400	NA	NA	NA	NA	NA								
chr17-1285	chr17	74213406	74214499	+	74213570	NA	NA	NA	NA	NA								
chr17-1286	chr17	74213406	74214499	+	74213570	NA	NA	NA	NA	NA								
chr17-1287	chr17	74214560	74214878	+	74213570	NA	NA	NA	NA	NA								
chr1-1176	chr1	74197424	74198797	+	74198237	NA	NA	NA	NA	NA								
chr1-1174	chr1	74197424	74198797	+	74198237	NA	NA	NA	NA	NA								
chr1-1175	chr1	74197424	74198797	+	74198234	NA	NA	NA	NA	NA								
chr1-1173	chr1	74197424	74198797	+	74198234	NA	NA	NA	NA	NA								
chr7-329	chr7	74173934	74175206	+	74174230	NA	NA	NA	NA	NA								
chr7-327	chr7	74173934	74175206	+	74174230	NA	NA	NA	NA	NA								
chr7-328	chr7	74173934	74175206	+	74174230	NA	NA	NA	NA	NA								
chr7-331	chr7	74173934	74175206	+	74174230	NA	NA	NA	NA	NA								
chr7-330	chr7	74173934	74175206	+	74174230	NA	NA	NA	NA	NA								
chr11-1083	chr11	74170683	74171790	+	74171266	NA	NA	NA	NA	NA								
chr11-1080	chr11	74170683	74171790	+	74171266	NA	NA	NA	NA	NA								
chr11-1082	chr11	74170683	74171790	+	74171266	NA	NA	NA	NA	NA								
chr11-1081	chr11	74170683	74171790	+	74171266	NA	NA	NA	NA	NA								
chr10-415	chr10	74150307	74151755	+	74151201	NA	NA	NA	NA	NA								
chr10-416	chr10	74150307	74151755	+	74151201	NA	NA	NA	NA	NA								
chr10-414	chr10	74150307	74151755	+	74151201	NA	NA	NA	NA	NA								
chr10-413	chr10	74150307	74151755	+	74151201	NA	NA	NA	NA	NA								
chr18-371	chr18	74148214	74149137	+	74148522	NA	NA	NA	NA	NA								
chr18-373	chr18	74148214	74149137	+	74148522	NA	NA	NA	NA	NA								
chr18-372	chr18	74148214	74149137	+	74148522	NA	NA	NA	NA	NA								
chr18-370	chr18	74147663	74148085	+	74148522	NA	NA	NA	NA	NA								
chr2-602	chr2	74147338	74148334	+	74148006	NA	NA	NA	NA	NA								
chr2-601	chr2	74147338	74148334	+	74148006	NA	NA	NA	NA	NA								
chr2-600	chr2	74147338	74148334	+	74148006	NA	NA	NA	NA	NA								
chr15-446	chr15	74127394	74128440	+	74125914	NA	NA	NA	NA	NA								
chr15-445	chr15	74127394	74128440	+	74125914	NA	NA	NA	NA	NA								
chr15-447	chr15	74127394	74128440	+	74125914	NA	NA	NA	NA	NA								
chr4-339	chr4	74115981	74116247	+	74114173	NA	NA	NA	NA	NA								
chr14-623	chr14	74083814	74085517	+	74084955	NA	NA	NA	NA	NA								
chr14-624	chr14	74083814	74085517	+	74084955	NA	NA	NA	NA	NA								
chr14-622	chr14	74083814	74085517	+	74084955	NA	NA	NA	NA	NA								
chr14-620	chr14	74083814	74085517	+	74084955	NA	NA	NA	NA	NA								
chr14-621	chr14	74083814	74085517	+	74084955	NA	NA	NA	NA	NA								
chr7-326	chr7	74083463	74084220	+	74082932	NA	NA	NA	NA	NA								
